"","x1","text.x","time.x","name.x","party.x","...1","text.y","time.y","name.y","party.y","for_blm","against_blm","topic_blm"
"425",102025,"We have it in our power – all nine million of us – to defeat this virus:
Wear a face covering
Maintain a social distance
Get tested
Listen to contact tracers",2020-07-13 17:20:30,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"426",23779,"REMINDER: #COVID19 does not take the summer off. Does not take the weekend off. And will not take 4th of July off.",2020-07-02 13:52:36,"Gavin Newsom","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"427",100540,"It’s time to legalize adult-use marijuana in New Jersey – for social justice, for racial justice, and for economic justice.",2020-10-26 18:51:47,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"428",34493,"The officers and their families have our deepest gratitude and respect as we remember their heroic devotion, and mourn their loss.

https://akgov.us/kmy 

#akgov #peaceofficermemorialday

2/2",2020-05-15 17:22:01,"Mike Dunleavy","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"429",133537,"As a teacher for 20+ years and the dad of a public school student, I know safety must come first in the classroom.

That’s why as the school year begins, teachers, staff, and child care providers will have access to a free COVID-19 test.",2020-09-02 22:07:25,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"430",30965,"We are committing $15 million to higher education here in New Hampshire, with funding to meet the needs of our University System and Community College System as they confront #COVID19.",2020-05-15 19:32:06,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"431",45603,"We need the legislature to act now.
 
These critical initiatives will provide relief and support to Pennsylvanians when they need it most.",2020-09-02 12:00:00,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"432",133760,"This #FlagDay 
 we are reminded that fairness, equality, and justice don’t come free. We must continue to fight for and model the values our Nation’s flag stands for.",2020-06-14 18:32:23,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"433",146818,"I agree with Senator Darius Brown, who said “Dismantling systemic racism in Delaware must begin with our founding document.”

Thank you to members of the Delaware Senate for taking this important first step to guarantee equality in Delaware’s Constitution.",2020-06-16 21:07:13,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"434",31050,"I’ll be live with 
@WMUR9
 tonight at 5:30 answering your #COVID19 questions and the Stay at Home 2.0 Order I announced today. Tune-in!",2020-05-01 20:56:35,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"435",89856,"TODAY: Free #COVID19 testing in: 
 Cincinnati
 Columbus

More info on other #Ohio pop-up testing sites: http://bit.ly/3fL5k5G

Statewide testing map: http://bit.ly/2Y5Lw5C

#StaySafeOhio
#InThisTogetherOhio 
#ResponsibleRestartOhio",2020-06-23 14:08:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"436",30408,"We expect to have these rapid tests deployed and being used in less than two weeks. In the meantime, there are other private providers currently offering rapid tests on-site. As a reminder, there should be no out-of-pocket costs to the person being tested. (/4)",2020-10-01 19:20:56,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"437",89683,"Fran and I were deeply saddened to learn of the death last night of 
@ToledoPolice
 Officer Anthony Dia in the line of duty.  We extend our sympathy to his wife and 2-year-old child, his other family members, and his colleagues in the Toledo Police Department.",2020-07-04 13:47:24,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"438",101787,"We remember David Bennett, a lifelong resident of Middlesex County. David was a lawyer who is remembered as a gentle, generous, and spiritual man. He was a true sports fan, especially of his beloved 
@Mets
. May David’s memory be a blessing to all who remember him.",2020-07-29 17:18:06,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"439",122242,".
@GovPritzker
: On top of being a nurse, you also run a small business. How do you balance that with your nursing career? 

Falguni: My husband and I also run a small hotel. During this, it's difficult but we're managing. We're doing what we can to protect staff & residents.",2020-05-15 21:20:56,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"440",46106,"Perry
 Susquehanna
 Wyoming
 Wayne
 York
 
This virus has not been eradicated from these counties, and we are continuing to closely monitor new case counts.
 
It’s in every Pennsylvanian’s best interest to continue to take social distancing seriously.",2020-05-15 18:05:28,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"441",101088,"On 9/11, New Jersey Corrections Officer Chris Stanek was a member of one of the ambulance squads that responded to lower Manhattan.

In May, Chris was admitted to the hospital due to complications from #COVID19. On Tuesday, after 111 days, he went home. An inspiration.",2020-09-11 18:08:53,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"442",89226,"Mercer County is red for the first time. Local health officials tell us #COVID19 is in all corners of the county and affecting people of all ages. Outbreaks have spread into the community. My plea to Mercer County: Please practice social distancing and wear masks.",2020-08-07 18:16:29,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"443",10335,"North Dakota’s exceptional teachers continue to provide a top-notch education for our students through distance learning. On #NationalTeacherDay – and all throughout North Dakota Teacher Appreciation Week – we celebrate the innovation and dedication of North Dakota’s educators.",2020-05-05 21:17:16,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"444",30710,"Stopped by Hampton Beach tonight to check in with life guards, local law enforcement, and small business owners. Couldn’t be more proud of our state’s resiliency as we celebrate Independence Day. Happy #July4th! #603Pride",2020-07-05 00:41:38,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"445",101925,"STARTING TODAY: 
@NJDeptofHealth
 is launching an electronic survey to collect info on out-of-state travelers arriving in NJ airports.

Travelers can take the survey by:
Texting NJTRAVEL to 898211
Visiting http://covid19.nj.gov/njtravel
Scanning a QR code available at NJ airports",2020-07-20 19:55:55,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"446",45344,"We need to do more to provide mental health support when families are in crisis.

Families and police officers are put in impossible situations, and this cannot occur, again, for the safety and security of our communities.",2020-10-28 16:17:52,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"447",10151,"In 2019, suicide was the second leading cause of death for North Dakotans between the ages of 10-34. We've proclaimed September as Suicide Prevention Month to bring attention to this public health crisis and the services available for individuals to find help, hope and recovery.",2020-09-10 15:10:17,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"448",55568,"As we make budget decisions, we must keep in mind that we cannot predict what will happen with the pandemic, when a vaccine will be available, or how much longer this will go on.

So we need to follow the oath that doctors lead with: First, do no harm.",2020-08-18 13:42:04,"Ralph Northam","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"449",128790,"Dr. Michael Levitt discusses how the COVID-19 virus has remained incredibly consistent in terms of impact.",2020-09-24 20:58:59,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"450",40650,"Alabamians, I thank you for your understanding, for your patience, for your support and for your willingness to help us get through these difficult days. We’re in this #TogetherAL. #alpolitics 5/5",2020-07-29 16:07:55,"Kay Ivey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"451",146324,"Download COVID Alert DE, Delaware’s exposure notification app, to protect yourself and your family.

App Store: https://apps.apple.com/us/app/covid-alert-de/id1527783171…
Google Play: https://play.google.com/store/apps/details?id=gov.de.covidtracker&hl=en_US…",2020-10-22 16:24:36,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"452",82697,"August is Human Trafficking Awareness Month in South Dakota.  

Let's continue the fight to #EndTrafficking, to protect the vulnerable within our state, to bring offenders to justice, and to promote freedom for all of our people.",2020-08-11 16:42:41,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"453",108626,"Today and every day, we remember those that we have tragically and painfully lost from an overdose. Together, we can continue to work to make a real difference in this battle and save lives.",2020-09-01 02:52:13,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"454",13533,"Today we held a call with business leaders to discuss guidelines to protect public health. We’re grateful to those who have taken action to protect employees and customers, and we’ll continue to hold bad actors accountable. 
@DrCaraChrist
 @SandraWatsonAZ
 @DebJohnsonAZ",2020-06-26 19:17:24,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"455",102611,"#NJWindPort is how we emerge from #COVID19
Stronger
Fairer
Smarter",2020-06-16 17:08:57,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"456",102777,"UPDATE: We have 375 new positive #COVID19 cases, bringing our total to 164,796.
• Atlantic: 2,401
• Bergen: 18,573
• Burlington: 4,808
• Camden: 6,849
• Cape May: 654
• Cumberland: 2,583
• Essex: 18,151
• Gloucester: 2,340
• Hudson: 18,607
• Hunterdon: 1,027",2020-06-09 17:38:00,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"457",131677,"Oklahoma is open for business. 

We’re doing it safely, responsibly and based on the data in our state.
@elonmusk
, let’s talk!

P.S. Route 66 would make a great place for a test drive...",2020-05-09 20:31:12,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"458",122112,"For those tuning in from other parts of the state, East St. Louis is in St. Clair County – home to one of the pilot contact tracing initiatives 
@IDPH
 has launched to meet a public health situation of this magnitude.",2020-05-27 23:05:15,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"459",129092,"With the signing of HB 1391, Florida welcomes #FinTech companies that disrupt the status quo & gives them an opportunity to provide new types of products & services. TY 
@JamesGrantFL
 for supporting entrepreneurship & innovation as we move forward with FL's economic recovery.",2020-07-02 11:33:24,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"460",146591,"We know many Delawareans continue to face a very challenging time as they struggle with the economic effects of the COVID-19 crisis. We hope these programs help more Delaware families stay in their homes both during and after the pandemic.

For more info: https://news.delaware.gov/2020/08/10/governor-carney-dsha-new-castle-county-announce-40-million-in-housing-assistance/…",2020-08-10 21:51:28,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"461",122343,"Decades of institutional inequities & obstacles for members of our Latino communities are now amplified in this pandemic.

While we can’t fix generations of disparities in the span of a few months, we must advance equity in our public health response everywhere & anywhere we can.",2020-05-06 20:50:57,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"462",46077,"We couldn't get through this pandemic without our essential workers.
 
This #143DayInPA, join me in thanking essential workers for their hard work and sacrifice.",2020-05-22 13:34:19,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"463",121253,"Peoria’s Restore Illinois region, Region 2, is currently the best performing of our state’s 11 Restore regions – but a 7.2% positivity average is nothing to write home about, and that’s on top of a slight uptick in hospitalizations this month after leveling off in Aug. and Sept.",2020-10-26 20:32:30,"J. B. Pritzker","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"464",101445,"We’re not done with this fight yet.

No one is invincible.

Keep social distancing. Keep wearing your masks. Keep being smart and using common sense.

We will win this.",2020-08-19 17:25:42,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"465",101476,"100 years ago today, the #19thAmendment was ratified – bringing us one step closer to a nation where women’s equality & equality at the ballot box are the norm.

Let’s honor the pioneers who pushed our democracy forward by keeping up the fight for equality for all. #WomensVote100",2020-08-18 15:11:48,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"466",55443,"Virginia, TODAY is your last day to register to #vote and complete the #2020Census.
 Register: https://vote.virginia.gov
 Fill out your census: https://2020census.gov or call 844-330-2020
 Time is running out—make sure you count!",2020-10-15 18:46:46,"Ralph Northam","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"467",102919,"We remember Saveria Marie DeAngelis Riso, who was known as Sarah. In her 50’s, she earned her degree from Newark State College, and worked as a substitute teacher for the next 30+ years. She lived an active and tremendous life. May the memories of Sarah bring peace to her family.",2020-06-03 16:22:48,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"468",90134,"I am the Governor for ALL the people of Ohio. And it is my job is to serve ALL the people of Ohio.",2020-06-02 18:23:47,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"469",86827,"Thanks to 
@dinah_sykes
 and all of the wonderful educators who joined us to discuss the challenges of the coming school year, and how we can best support Kansas schools and students. My administration will continue to be guided by public health and not politics.",2020-08-13 15:52:23,"Laura Kelly","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"470",12752,"From employment opportunities to rental assistance, information on health care and more, resources are available for individuals and families across the state. 
 
Details: https://arizonatogether.org/#individual-resources… #AZTogether 
@arizonatogether",2020-10-14 21:12:20,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"471",82536,"South Dakota's housing market is BOOMING. Folks want to live, work, and play in a state that respects Freedom and values personal responsibility.

If you agree, we'd love to have you join us!",2020-10-19 16:00:34,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"472",101502,"Happy India Independence Day! Our state is strengthened by our Indian American community, and last year I was proud to be the first sitting Governor of New Jersey to visit India.",2020-08-15 14:35:47,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"473",60715,"Wisconsin workers continue to face financial burdens and stress due to the COVID-19 pandemic, and we are working hard to ensure folks across the state are able to access the support they need.",2020-08-28 19:39:31,"Tony Evers","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"474",29257,"All local health departments across the state offer free #COVID19 testing 5 days a week, regardless of traditional symptoms. Special thanks to 
@cvspharmacy
 and our community partners for their efforts to remove testing barriers for Tennesseans.

http://bit.ly/3fd3aMN",2020-05-29 15:40:16,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"475",102034,"NEW: We’ve received 231 new positive #COVID19 test results, pushing our statewide cumulative total since March 4th to 175,522.",2020-07-13 17:11:03,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"476",176102,"Our local partners are key allies as we all fight COVID-19, and their work is vital. We hope our local communities can work with us to move some of our troubling trends in the right direction.",2020-10-21 18:04:47,"Roy Cooper","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"477",114328,"Teresa and I send our condolences to President 
@realDonaldTrump
,  
@FLOTUS
, and their family on the loss of his brother Robert. May he Rest In Peace.",2020-08-16 15:28:39,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"478",97594,"None",2020-10-07 20:29:06,"Michelle Lujan Grisham","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"479",101085,"NEW: We’ve received 518 new positive #COVID19 test results, pushing our statewide cumulative total since March 4th to 195,888.",2020-09-11 18:16:41,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"480",133864,"Communities across the state are counting on the legislature to pass a robust Local Jobs and Projects Plan. Work together and get this done for Minnesotans.",2020-05-17 21:34:08,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"481",60722,"A senseless tragedy like this cannot happen again. I again ask those who choose to exercise their First Amendment rights please do so peacefully and safely, as so many did last night.",2020-08-26 18:26:28,"Tony Evers","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"482",63305,"As a mark of respect for the late Supreme Court Justice Ruth Bader Ginsburg, I have ordered that the flags of the U.S. and State of Hawai‘i shall be flown at half-staff until the date of Ginsburg’s interment (date to be determined).",2020-09-19 01:58:27,"David Ige","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"483",124800,"Today marks the official start of the #USMCA. This is a historic moment in our country’s relationship with our two closest neighbors. President Trump’s new trade deal ensures Nebraska will have the opportunity to grow our relationship with Canada and Mexico.",2020-07-01 20:50:50,"Pete Ricketts","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"484",119256,"He lost both his legs and spent two years recovering at Walter Reed before returning home to Vermont and starting our family. 2/3",2020-06-06 12:42:01,"Phil Scott","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"485",89114,"Ohio counties ranked by highest occurrence.",2020-08-18 18:26:24,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"486",10217,"Thanks to the 1,300+ amazing educators, administrators, elected officials, parents and stakeholders who made this year’s Summit on Innovative Education a success! Check out this recap of speakers, award recipients and North Dakota’s opportunity to lead.",2020-07-21 23:52:28,"Doug Burgum","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"487",108509,"Goooooal! This is amazing.",2020-10-01 12:44:51,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"488",45701,"Here's how Pennsylvanians can report #COVID19 health and safety violations:
 
 Contact your local health department or law enforcement agency.
 Fill out this form: http://on.pa.gov/2A8GlK8
 If in violation of OSHA guidance, file a complaint at http://OSHA.gov.",2020-08-06 12:09:40,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"489",109320,"I'm going to call into #Bridgeport radio station 
@WICC600
 in a few minutes to chat with hosts Tony and 
@SheketoffNews
 about the latest updates on COVID-19.

Should be on the air around 8:30AM.
Listen live:",2020-05-01 12:22:45,"Ned Lamont","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"490",82629,"Our small businesses are the lifeblood of our communities and economy. When I asked folks to adjust their way of life to help us flatten the curve, South Dakotans exercised their personal responsibility and responded. (2/)",2020-09-09 20:23:14,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"491",86670,"ATTENTION
 Tomorrow, October 15th, is the final day to respond to the 2020 Census. Don’t skip out on helping to secure 10 years’ worth of valuable resources for your community. #BeCounted today at https://my2020census.gov.",2020-10-14 19:21:00,"Laura Kelly","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"492",45522,"State officials must lead by example. One of the first steps I took as governor was to enact:
 New transparency measures
 Strict gift ban for all state employees and officials under my authority

But not all PA government officials are held to these basic, ethical standards.",2020-09-24 17:54:37,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"493",13183,"#COVID19 testing available:",2020-08-14 20:19:35,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"494",30795,"The average assessment caseload per child protection social worker (CPSW) reached a peak of 93 in January of 2016, and is now down to 17. (2/7)",2020-06-17 17:19:05,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"495",27280,"Families and communities across our country suffer immeasurable pain from the loss of loved ones due to suicide; the tenth leading cause of death in our country.",2020-09-10 15:12:48,"Andy Beshear","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"496",13109,"Shoebox Ministry, based in Phoenix, is collecting hygiene kits to donate to Crossroads, which supports those facing substance abuse issues. https://fox10phoenix.com/video/840499 
@ShoeboxMinistry
 8/",2020-08-24 21:06:09,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"497",113766,"Missouri’s unemployment rate dropped to 4.9% in September, putting us at 6th in the nation for lowest unemployment rate. We have recovered nearly 218,000 (63%) of the jobs lost to COVID-19, and this puts Missouri as 8th best state for job recovery. #ShowMeStrong",2020-10-26 17:48:35,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"498",63521,"This will allow local shippers and businesses, especially those on the neighbor islands, to conduct business without worrying about a rate increase at this time. #HIGov",2020-06-25 23:06:42,"David Ige","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"499",35176,"Our health care workers and local public health departments are stepping up in incredible ways right now to do everything they can to combat this virus head on. But we need to do our part too.",2020-10-16 00:20:10,"Steve Bullock","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"500",113992,"I want to thank all of our health care workers, county health departments, and everyone on the frontlines for all you’ve done and continue to do. We wouldn’t be where we are today without your efforts.",2020-09-30 20:03:27,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"501",133498,"Wishing Minnesotans a healthy and peaceful #RoshHashanah! During these difficult times, I hope the new year brings you together with loved ones and friends, even if it’s from a distance. Shanah Tovah!",2020-09-18 21:49:39,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"502",28966,"Our state is headed in the right direction thanks to the efforts of our people. Now more than ever, it’s important that Tennesseans continue to do their part to fight the spread of COVID-19. #TNFights",2020-08-29 22:01:06,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"503",128917,"We are closely monitoring Tropical Depression 13, which is forecast to impact Florida early next week. Floridians should take time now to prepare 7 days of supplies and should follow 
@FLSERT
 for updates over the coming days.",2020-08-20 14:58:24,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"504",29162,"Today, we announced $81 million in coronavirus relief grants for K-12 and higher education institutions. These funds will support schools, colleges and universities as they make proper reopening accommodations to keep educators and students safe. https://bit.ly/2BGsKuK",2020-07-07 21:55:23,"Bill Lee","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"505",131413,"Oklahoma is one of the Top 10 states for manufacturing in the U.S.! With the most affordable energy prices in the country, a friendly regulatory climate & a quality workforce, we are very much “open for business,” & companies are taking notice. #OklaProud",2020-08-27 16:58:05,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"506",13884,"Thank you, 
@GMMOPAZ
! #ReturnStronger",2020-05-07 23:51:22,"Doug Ducey","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"507",89092,"This thread has several examples of #COVID19 community spread in Ohio. It’s important that we hear these stories so we can remain vigilant in our efforts to keep this virus from 
spreading more.",2020-08-20 18:13:23,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"508",45634,"I'm announcing my fall legislative agenda to provide relief for families, recovery for businesses, and reform for government.

We have $1B in CARES Act funding to help fund these initiatives. I'm also calling for the legalization of recreational marijuana.

Here's my agenda",2020-08-25 14:26:05,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"509",30940,"Starting on June 1, fitness centers may open to small-group fitness classes - but only where social distancing can be allowed, with 8-10 feet between individuals.

This guidance does not allow for general use of gym equipment, unless through a one-on-one personal training class.",2020-05-22 19:25:12,"Chris Sununu","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"510",82709,"Getting our Kids Back to School:
https://news.sd.gov/newsitem.aspx?id=27113…",2020-07-31 19:38:45,"Kristi Noem","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"511",90262,"New information on Hocking Hills State Park from 
@OhioDNR
.",2020-05-22 20:59:13,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"512",144492,"Every request for PPE from 70 school districts across the state is being fulfilled to ensure that our children can return to school safely.",2020-08-13 21:25:59,"Henry McMaster","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"513",77109,"We love our orcas. They are an essential piece of what makes Washington the best state in the nation. 
 
We will keep working to make sure it stays that way for generations to come.",2020-10-17 15:47:27,"Jay Inslee","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"514",115216,"o Expanded access to testing for:
-Vulnerable populations
-Health care workers
-First responders
-Workers in critical industries

Long Term Care Facilities are extremely vulnerable. We plan to move on the “box in” strategy for these facilities.",2020-05-13 20:05:19,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"515",129326,"Today I’m in Orlando at OhSoooJazzy Hair Salon for a roundtable with small business owners and community leaders, including 
@OCFLMayor
 Jerry Demings. Watch live:",2020-05-02 17:03:33,"Ron DeSantis","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"516",89311,"Here is where you can find free #COVID19 pop-up testing in Ohio this week:
 Cincinnati
 Lancaster
 Fairborn
 Athens
 Delaware
 Georgetown

Find a comprehensive list of other testing locations in Ohio here: http://bit.ly/GetTestedOhio. 

#InThisTogetherOhio
#MasksOnOhio",2020-08-03 12:38:00,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"517",114283,"Enjoyed a warm welcome from A Touch of Nature Child Care in Springfield. Vickie Simpson and her team care for 24mon- 12 yrs, and remained open as essential personnel.

We’ve diverted $20 million in #CARESAct funding to assist child care facilities as they navigate the pandemic.",2020-08-20 22:48:08,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"518",101930,"We NEED to keep wearing our face coverings when in public  – indoors and out.

I know it’s not a comfortable thing to do on a 100-degree day, but it’s absolutely necessary for us to keep hammering away at this virus.

#MaskUpNJ",2020-07-20 16:20:56,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"519",154190,"This website will help businesses and churches better understand which phase will allow them to resume operating and then put safe practices in place such as social distancing and encouraging their customers and members to wear facial coverings. #lagov #lalege",2020-05-04 21:37:42,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"520",103027,"On Wednesday, 26,000 #COVID19 tests were recorded. We have the ability to reach this number every day.

We now rank SECOND IN THE ENTIRE NATION in terms of tests per 100,000 residents.",2020-05-29 17:23:47,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"521",146617,"3 de agosto: Estas son las novedades semanales sobre el coronavirus en Delaware.

Para obtener más información, ingrese en http://de.gov/coronavirus",2020-08-03 20:58:26,"John Carney","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"522",131670,"We continue to have the 8th fewest cases per capita in the entire country. Our proactive measures are working to keep the spread of #COVID19 lower than most other states in the nation.",2020-05-12 15:17:29,"Kevin Stitt","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"523",103301,"It’s a beautiful weekend in the Garden State.

If you’re going out to our parks or elsewhere, please practice social distancing. Wear a face covering.

Let’s keep with this together.",2020-05-16 17:26:41,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"524",89634,"Today's #COVID19 update is live now at http://ohiochannel.org. 

Today's tie: 
@MountUnion
",2020-07-09 18:05:05,"Mike DeWine","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"525",101637,"Proud to announce the creation of a new Small Landlord Emergency Grant Program – $25 million from the Coronavirus Relief Fund to provide emergency grant funding to small rental apartment building owners for #COVID19-related rent losses.",2020-08-07 17:08:37,"Phil Murphy","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"526",43648,"Find out where you can donate here:",2020-07-30 19:42:44,"Brad Little","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"527",153271,"Louisiana wants to be known as a global leader in manufacturing, so we're investing in the highest-quality equipment on our 
@golctcs
 campuses to ensure that we have a well-prepared workforce. We're proud to team with Haas to create this first-in-the-nation partnership. #lagov",2020-10-02 19:35:26,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"528",159439,"The T upgraded intersections + tracks, enabling the removal of thousands of feet of ""slow zones""

Even though the impact of the diversions was minimized due to low ridership, everyone will benefit from faster service as riders return to the system.
MORE https://bit.ly/3bjysjs",2020-09-01 22:07:19,"Charlie Baker","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"529",45409,"Today I’m with 
@PAHealthDept
 to inform Pennsylvanians that the fall resurgence of #COVID19 is here.
 
While we must always take this deadly virus seriously, now is the time for all of us to double down on our efforts to keep ourselves and those around us safe.",2020-10-19 16:45:15,"Tom Wolf","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"530",114923,"Tomorrow, 
@MoEcoDevo
 Director Dixon will join my 3pm briefing to talk more about economic recovery.

In the meantime, I want to continue reminding everyone to please be safe. Look out for one another. These are tough times but we will get through this – together.",2020-06-03 20:23:17,"Mike Parson","Republican",NA,NA,NA,NA,NA,NA,NA,NA
"531",153420,"Today, we remember the survivors and thousands of fallen heroes who were tragically taken during terrorist attacks 19 years ago. Let us hold them, all of the courageous first responders who answered the call of duty, their families and our nation in prayer. We will never forget.",2020-09-11 13:11:05,"John Bel Edwards","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
"532",133824,"We will provide an update on our plan to keep Minnesotans safe today at 9am. Tune into MPR or your local TV news station.",2020-05-30 13:26:38,"Tim Walz","Democratic",NA,NA,NA,NA,NA,NA,NA,NA
