,x1,text,time,name,party,for_blm,against_blm,topic_blm
239,69202,"...our Department of Public Safety developing new training recommendations for law enforcement; forming a “Utah Racial Equity and Inclusion CEO Roundtable” to promote diversity and inclusion in the workplace; and several others.
(3/4)",2020-07-22 15:31:56,Gary Herbert,Republican,1,0,1
240,69203,"Some actions we’ve already taken include: implementing implicit bias training for my cabinet; banning the use of chokeholds by law enforcement; launching a Racial Equity and Inclusion Fund replete with $1 million in funding to support multicultural organizations…
(2/4)",2020-07-22 15:31:56,Gary Herbert,Republican,1,0,1
241,69277,"Finally, I have directed 
@andersonljess
 to identify other ways public safety can decrease fear and anger in underrepresented communities toward law enforcement and also increase transparency and accountability throughout the state. He will report his findings to me July 1.
(4/4)",2020-06-11 18:52:29,Gary Herbert,Republican,1,0,1
242,69283,Their return marks the end of the Utah National Guard’s support to assure the safety of peaceful protestors in DC and Salt Lake City. National Guard units called to augment civil authorities in Salt Lake and at the Utah State Capitol began demobilizing first thing Sunday morning.,2020-06-08 3:47:14,Gary Herbert,Republican,0,0,1
243,69286,"Utah offers its deepest condolences to the family of Officer Lyday and the Ogden community. I am grateful for his heroism, love, and service. Now more than ever, we need law enforcement like Nathan; capable of empathy, courage, and understanding as they do their difficult jobs.",2020-06-06 18:40:07,Gary Herbert,Republican,0,1,1
244,69294,"Overwhelmed and grateful to meet with people who helped care for and clean the people’s house after last night’s protests. People are stepping up right and left - cleaning in the hot sun, offering cool water, and dropping off pizza.",2020-05-31 20:32:56,Gary Herbert,Republican,0,0,1
245,69297,We were deeply saddened to see the defacement of our beautiful Capitol building by this weekend’s protesters. We are heartened by the many individuals wanting to help clean its stone walls and grounds.,2020-05-31 4:43:51,Gary Herbert,Republican,0,1,1
246,69301,We are in close contact with our department of public safety and receiving regular updates. Our hearts break for the family of George Floyd and for his unnecessary death.,2020-05-30 22:55:24,Gary Herbert,Republican,1,0,1
247,72026,"65 percent of the state’s law enforcement officers — including sheriff’s deputies, municipal law enforcement officers, 
@IndStatePolice
 troopers, and conservation officers — receive some form of training at the academy.",2020-08-18 17:56:32,Eric Holcomb,Republican,1,0,1
248,72027,ILEA provides the basic training for the majority of law enforcement officers in the state.,2020-08-18 17:56:32,Eric Holcomb,Republican,1,0,1
249,72028,I will require a third-party review of state police and law enforcement academy curriculum and training at the Indiana Law Enforcement Academy (ILEA). I'm also committed to working with the state legislature to add more civilian representation to the ILEA Training Board.,2020-08-18 17:56:31,Eric Holcomb,Republican,1,0,1
250,72312,"As I stated yesterday, injuring the innocent in response to an injustice is counterproductive. I’ve asked the Indiana State Police to fully support and make resources available to local communities across our state to ensure our citizens and their property remain safe. 2/3",2020-05-30 17:21:47,Eric Holcomb,Republican,0,0,1
251,77196,"Along with many Washingtonians, I am heartbroken over the death of Breonna Taylor. 

We’re going to do our part in Washington state to make sure our justice system is transparent and equitable, as it should be everywhere. 

We have to prevent tragedies like this from happening.",2020-09-24 22:20:54,Jay Inslee,Democratic,1,0,1
252,77217,But we cannot rely on McConnell to have the integrity nor the courage to protect our democracy from Trump’s worst impulses. Are there enough Republicans in the Senate who still care about justice to block another Trump appointment? The voice of the American people will be heard.,2020-09-19 0:29:06,Jay Inslee,Democratic,0,0,0
253,77301,"In this moment of addressing historic inequities, we cannot turn to violence. More violence and chaos is never the solution. 

We all have a responsibility to contribute to the path to peace and justice - not push us further from it.",2020-08-31 18:24:53,Jay Inslee,Democratic,1,0,1
254,77304,"Martin Luther King Jr. said “the arc of the moral universe is long, but it bends towards justice.” We can’t rest on our laurels - we need to help bend it. It will take all of us.",2020-08-28 18:36:16,Jay Inslee,Democratic,1,0,1
255,77305,"On this day in 1963, the March on Washington for Jobs and Freedom pushed our country to address the deep injustices of racism.

57 years later, that message is just as relevant and needed more than ever.",2020-08-28 18:36:15,Jay Inslee,Democratic,1,0,1
256,77391,"Federal officers have left WA, confirmed by 
@DHSgov
. 

That means Washingtonians no longer have to worry about the White House's aim to provoke confrontation and undermine peaceful protests.",2020-07-28 21:04:09,Jay Inslee,Democratic,1,0,1
257,77417,"Such a one as John is a rare thing for anyone to have had the honor to know. Just to be in his presence made all of us in the House more mindful of the need for justice & our ability to render it. We are all rich who can say, ""I served with John Lewis.”",2020-07-18 4:16:33,Jay Inslee,Democratic,0,0,0
258,77434,"Trudi and I join Washingtonians in mourning the loss of one of Bothell's police officers.

I send my deepest condolences to the family and friends of this public servant killed serving their community.",2020-07-14 18:23:03,Jay Inslee,Democratic,0,1,1
259,77452,"I'm deeply disappointed and totally reject the language of my cousin Mike Brown who made inflammatory comments about recent protests. The language is unacceptable and just flat wrong, particularly from a law enforcement officer, as we try to heal the divisions of our community.",2020-07-07 19:02:23,Jay Inslee,Democratic,1,0,1
260,77460,"The Civil Rights Act was a huge legislative step toward  justice, but the injustices of discrimination run deep in our country. 

It is time to take another big step and deliver on the promises we made as a nation 56 years ago today.",2020-07-02 21:22:41,Jay Inslee,Democratic,1,0,1
261,77482,"The Justice in Policing Act takes crucial, substantive steps toward racial justice in law enforcement. I commend the House for their decisive action. 

We're committed to working with legislators and community members to take critical actions like these at the state level, too.",2020-06-26 1:04:04,Jay Inslee,Democratic,1,0,1
262,77508,"2/ Task force members:
 Emma Catague - Community Police Commission + Filipino Community Center – SEA
 Jordan Chaney - Poet Jordan - Benton/Franklin Counties 
 Livio De La Cruz - board member, Black Lives Matter SEA-KC
 Chris Jordan - Fab-5 - Tacoma",2020-06-22 22:32:54,Jay Inslee,Democratic,1,0,1
263,77509,"We are going to take a hard look at how we manage independent investigations of police use of force in WA. 

Our new task force will recommend actions we can take to create a more just WA. It includes community leaders, impacted family members and law enforcement representatives.",2020-06-22 22:32:53,Jay Inslee,Democratic,1,0,1
264,77519,"Citlaly Ramirez is pursing a business degree at 
@WWU
. She is passionate about entrepreneurship, helping others meet their financial goals and advocating for equity and justice. 

Without #DACA, should would not be able to achieve her dream of owning her own business.",2020-06-18 22:00:24,Jay Inslee,Democratic,0,0,0
265,77549,"Interracial marriage bans ended 53 years ago. And it was only because Mildred and Richard Loving, and thousands of others, had the courage to fight against racial injustice.

That fight lives on in those demanding justice for Black lives today. #LovingDay",2020-06-12 18:12:26,Jay Inslee,Democratic,1,0,1
266,77558,This is a challenging time. Many in our state are expressing heartfelt outrage at the very real racial injustices in our society. We have work to do now and in the future to both advance equity and protect the gains we’ve made.,2020-06-11 17:25:27,Jay Inslee,Democratic,1,0,1
267,77567,"I have become convinced the Pierce County Sheriff should not complete the investigation of the death of Manuel Ellis. 

There will be a new investigation and charging decision made independent of Pierce County law enforcement. 1/5",2020-06-10 19:18:33,Jay Inslee,Democratic,1,0,1
268,77570,"We cannot undo systemic racism overnight. But we can and must do more to ensure just, humane treatment by police.

A start:
 independent misconduct investigations/prosecutions
 restricting chokeholds and other use of force
 holding officers accountable for one another",2020-06-09 21:39:10,Jay Inslee,Democratic,1,0,1
269,77573,"WATCH: At 3 PM today, I will discuss the statewide demonstrations sparked by the unjust death of George Floyd.

Tune in here: https://tvw.org/watch/?clientID=9375922947&eventID=2020061125…",2020-06-08 20:18:34,Jay Inslee,Democratic,1,0,1
270,77574,"We all want these cases to end. But until then, when these stories become part of the bitter history of racism in this country, we must make sure that each and every case is given the highest level of scrutiny. 5/5",2020-06-06 1:23:56,Jay Inslee,Democratic,1,0,1
271,77575,"I will continue this work so the community and I can present lawmakers with legislation that should include independent investigations, requiring police to intervene/report unlawful use of force by another officer and examining the use of force—including restraint techniques. 4/5",2020-06-06 1:23:56,Jay Inslee,Democratic,1,0,1
272,77576,"My staff and I have met in recent days with activists, protest leaders, families of victims of police killings, law enforcement officials and experts to begin the work of creating a permanent process to give independent review to these cases. 3/5",2020-06-06 1:23:55,Jay Inslee,Democratic,1,0,1
273,77577,"Manuel Ellis was one of far, far too many Black men who died in police custody in America. Washingtonians deserve every assurance investigations and charging decisions related deaths of people in police custody are handled with urgency, independence and commitment to justice. 2/5",2020-06-06 1:23:55,Jay Inslee,Democratic,1,0,1
274,77592,WATCH: Gov. Inslee addresses demonstrations sparked by the unjust death of George Floyd,2020-06-01 22:07:50,Jay Inslee,Democratic,1,0,1
275,77593,"WATCH: At 3PM today, I will discuss the demonstrations sparked by the unjust death of George Floyd.
 
Tune in here: https://tvw.org/watch/?clientID=9375922947&eventID=2020061028…",2020-06-01 20:16:58,Jay Inslee,Democratic,1,0,1
276,77594,"These are the rantings of an insecure man trying to look strong, after building his entire political career on racism and the lie of birtherism. He is — again — failing to address the underlying injustices facing black Americans.

It is not leadership.",2020-06-01 18:59:38,Jay Inslee,Democratic,1,0,1
277,77598,"We cannot - and will not - allow those who wanted to create destruction to suppress or obscure the legitimate protests going on. 

We know racism’s roots run deep in America. Every single one of us has work to do to dig them out. 

We’re committed to that work in Washington.",2020-06-01 1:49:30,Jay Inslee,Democratic,1,0,1
278,77601,"Today I activated 200 additional members of the WA National Guard. I have complete faith that downtown Seattle will recover from this quickly and the state will help, however we can.

But we won’t allow vandalism and destruction to obscure the protest's central call for justice.",2020-05-31 19:20:20,Jay Inslee,Democratic,0,1,1
279,77603,"Saturday’s disheartening events in Seattle – carried out by a smattering of the thousands of protesters on hand – will not deter the cause of justice. 

Hundreds of public servants and volunteers are already helping clean up the property damage done.",2020-05-31 19:20:18,Jay Inslee,Democratic,1,0,1
280,77605,"If you choose to protest today, please be safe and peaceful. These are important issues that deserve our full attention, without distraction from violence and destruction. Without solutions to inequity, the long road to justice will run even longer.",2020-05-30 20:43:45,Jay Inslee,Democratic,1,0,1
281,77608,"Together, we grieve for the death of George Floyd, and many, many others. The events in Minnesota and across the nation the past few nights have been stunning and illustrate how inequity causes people to lose faith in their public institutions.",2020-05-30 20:43:44,Jay Inslee,Democratic,1,0,1
282,77609,"As people gather today to protest the unjust death of George Floyd, I hope they do so peacefully and safely. Everyone has the freedom - and the right - to demonstrate and speak their mind. However, violence and destruction have no place in Washington state or our country.",2020-05-30 20:43:44,Jay Inslee,Democratic,1,0,1
283,77617,"It is imperative on all of us, especially those in positions to impact the lives of the people we serve, to continue pushing for justice across America. 

We have made progress in Washington state, but our march toward equality is far from over.",2020-05-29 17:02:02,Jay Inslee,Democratic,1,0,1
284,82482,"To law enforcement already serving us in South Dakota, thank you! We support you, and we will continue to stand with you each and every day. South Dakota will also continue to respect the key principles that make America special, even if other cities and states won’t. (13/13)",2020-10-30 14:37:40,Kristi Noem,Republican,0,1,1
285,82483,But we can only achieve these ideals if we also RESPECT the rule of law and the men and women in law enforcement who work every day to uphold it. (12/),2020-10-30 14:37:39,Kristi Noem,Republican,0,1,1
286,82486,"To law enforcement across the country, if you are in a city or state that no longer respects the hard work that you do to keep your neighbors safe, South Dakota is open for you. We’d love to have you join us. (9/)",2020-10-30 14:37:38,Kristi Noem,Republican,0,1,1
287,82488,"It doesn’t have to be this way. In South Dakota, we salute law enforcement for their hard work to keep our communities safe and strong. While other states and cities are demonizing police officers, we’re forging a different path. (7/)",2020-10-30 14:37:38,Kristi Noem,Republican,0,1,1
288,82491,"Seattle Police Chief Carmen Best resigned earlier this year, saying that she was put “in a position destined to fail” due to budget cuts to a department already understaffed. https://foxnews.com/us/seattle-police-chief-carmen-best-steps-down-claims-cuts-left-her-destined-to-fail… (4/)",2020-10-30 14:37:36,Kristi Noem,Republican,0,1,1
289,82492,"As Seattle looks at cutting $49 million dollars from its police department (on top of cuts already made), they too are seeing mass resignations. In September, for example, more than twice as many resignations were announced as any month on record. https://king5.com/article/news/local/seattle/seattle-budget-committee-to-consider-proposed-police-budget-cuts/281-8fd1edd9-5fe8-41a3-92c6-3f01cb6e6bc3… (3/)",2020-10-30 14:37:36,Kristi Noem,Republican,0,1,1
290,82493,"Calls to “defund the police” have turned into actual budget cuts for the officers who do so much to keep us safe. So far this year in NYC, more than 2,000 NYPD officers have resigned because more than $1 billion dollars was cut from the NYPD budget. https://foxnews.com/us/shakeup-nypd-new-york-city-police-chief-retirement-department-departures… (2/)",2020-10-30 14:37:36,Kristi Noem,Republican,0,1,1
291,82494,It's been a tough year for the rule of law and law enforcement in some parts of our country. Violent crime has surged in big cities. Some politicians have gutted officers’ ability to respond to tough situations. Rioting and looting have devastated so many communities. (THREAD 1/),2020-10-30 14:37:35,Kristi Noem,Republican,0,1,1
292,82532,"In Democrat-run cities like Seattle, officers are leaving the force in droves. To these officers, come to South Dakota! We stand WITH you and would love to have you join us.

Thanks 
@OANN
 for highlighting South Dakota's respect for law enforcement!",2020-10-21 14:05:00,Kristi Noem,Republican,0,1,1
293,82533,"If Minneapolis residents want to live in a place that respects freedom, law enforcement, and the rule of law, South Dakota would love to have you.

 https://twitter.com/ZaidJilani/status/1318608437945749506/video/1…",2020-10-20 19:48:18,Kristi Noem,Republican,0,1,1
294,82549,"In South Dakota, we salute law enforcement for their hard work to keep our communities safe and strong. While other states and cities are demonizing law enforcement officials, South Dakota is going to take a different path. (1/2)",2020-10-16 16:10:28,Kristi Noem,Republican,0,1,1
295,82656,"Last night, one block from the White House, Senator Rand Paul was violently attacked by rioters – even having a bike thrown at him. He was protected by law enforcement, because – again, unsurprisingly – they continue to do their job. (10/)",2020-08-28 22:13:30,Kristi Noem,Republican,0,1,1
296,82657,"Earlier this week, as Kenosha burned on camera for all to see, CNN referred to the riots there as a “fiery but mostly peaceful protest.” (9/)",2020-08-28 22:13:30,Kristi Noem,Republican,0,1,1
297,82659,"It is the duty of leaders like Durkan to protect their people from such violence. But instead of allowing her police department to do that, Durkan proposed slashing their budget and freezing new hires. Similar stories are playing out in other cities. (7/)",2020-08-28 22:13:29,Kristi Noem,Republican,0,1,1
298,82790,"Yesterday, I had a conversation with law enforcement from across SD about identifying problems and working together to solve them.

I'm thankful for their work. We need to deal with bad actors, but the majority of our officers do a great job protecting and serving South Dakotans.",2020-06-17 14:41:06,Kristi Noem,Republican,0,1,1
299,82819,"The protests have served their purpose in South Dakota. Now, it's time to problem solve.

https://foxnews.com/opinion/george-floyd-protests-served-purpose-now-problem-solve-gov-kristi-noem…",2020-06-04 16:30:39,Kristi Noem,Republican,0,1,1
300,82822,The protests have served their purpose. Now is the time to work together to problem solve. What do we want policing to look like in South Dakota?,2020-06-03 20:21:19,Kristi Noem,Republican,0,1,1
301,82827,"America is a place where all voices can be heard. Free speech is one of our most fundamental rights. I see legitimate protests raising important concerns, and I hear those concerns. (4/6)",2020-06-03 15:47:31,Kristi Noem,Republican,1,0,1
302,82830,"Protests have a purpose. People protest when they feel like they're not being heard.

Here in South Dakota, we heard you. There is NO ONE that thinks what happened to George Floyd was okay. The protests have served their purpose. (1/6)",2020-06-03 15:47:30,Kristi Noem,Republican,1,0,1
303,82831,WATCH LIVE press conference update on protests: https://bit.ly/3gSRdfR,2020-06-03 15:33:37,Kristi Noem,Republican,0,0,1
304,82841,"We take protection of rights very seriously, including the right to peacefully protest. But rioting and looting will NOT be tolerated in South Dakota.

Make no mistake, mob rule and violence do nothing to honor the memory of victims. (2/3)",2020-06-01 2:53:08,Kristi Noem,Republican,0,0,1
305,86808,We can't sit silently and wait for these stories to fade into the news cycle. I will continue to stand up for ALL Kansans and make sure we have policies in place that protect Kansans as well as law enforcement from unnecessary escalation and violence.,2020-08-24 18:16:06,Laura Kelly,Democratic,1,0,1
306,86809,"Last night's events underscore the need for changes in how law enforcement interacts with communities. Earlier this year, I tasked the Commission on Racial Equity and Justice with addressing these issues and drafting an array of recommendations by the end of the year.",2020-08-24 18:16:06,Laura Kelly,Democratic,1,0,1
307,86845,Congratulations to K.J. Wall for the well-deserved honor of being sworn in as our newest Kansas Supreme Court justice yesterday.,2020-08-04 19:41:20,Laura Kelly,Democratic,0,0,0
308,86902,Happening now: My Commission on Racial Equity and Justice is holding its first meeting today to begin the process of finding & presenting policy actions Kansas can take on issues of racial equity and justice in our state. Tune in now to my YouTube channel: https://youtube.com/watch?v=ylmJgK8kuiU…,2020-07-09 20:22:09,Laura Kelly,Democratic,1,0,1
309,86957,"Thanks to 
@vandersluis11
 and 
@ktwu11
 for inviting me to discuss systemic racism and my administration's plans to make our state a more equitable home for all Kansans. Tune in at 7:30 p.m. Thursday, June 18.",2020-06-10 17:09:55,Laura Kelly,Democratic,1,0,1
310,86970,ICYMI - Monday I addressed the protests that took place in response to the tragic murder of George Floyd. It’s time for our elected leaders to acknowledge that we have failed to give the problem of racial inequality the attention it deserves. My comments:,2020-06-04 18:28:13,Laura Kelly,Democratic,1,0,1
311,86978,"His death is the latest example of systemic racism that we must acknowledge -- and address -- in our communities, our neighborhoods and our places of work. This is a difficult subject that requires care, attention, and action from each of us.",2020-05-29 20:45:02,Laura Kelly,Democratic,1,0,1
312,87025,"I have also ordered all flags at public institutions throughout KS to be flown at half-staff from sunrise to sunset on Friday, May 15, in observance of Peace Officers Memorial Day. We must recognize the sacrifices our law enforcement officers make as they serve & protect. (2/2)",2020-05-12 17:39:27,Laura Kelly,Democratic,0,1,1
313,88424,"On #FirstRespondersDay and every day, we are grateful for Ohio's law enforcement officers, firefighters, and paramedics who are the first on the scene when someone needs help. #ThankYou for all you do for the citizens of Ohio. #InThisTogetherOhio",2020-10-28 13:46:29,Mike DeWine,Republican,0,1,1
314,88761,"Live now on http://ohiochannel.org: Ohio Office of Law Enforcement Recruitment Director Sarah Shendy is giving an update on this new division of 
@Ohio_OCJS
. I created this office in June as part of our work to improve the relationship between law enforcement and our citizens.",2020-09-24 18:47:47,Mike DeWine,Republican,1,0,1
315,88907,"Det. Skernivitz spent more than two decades in law enforcement, protecting the citizens of Ohio. In fact, he was sworn in the day before his death to work as part of a federal initiative to fight violence in Cleveland. He leaves behind a wife and three children.",2020-09-08 18:08:35,Mike DeWine,Republican,0,1,1
316,88908,"I’d like to begin today by offering my deepest condolences to 
@CLEpolice
, as well as friends and family of Det. James Skernivitz, who was killed in the line of duty last week.",2020-09-08 18:08:35,Mike DeWine,Republican,0,1,1
317,88928,"Fran and I are heartbroken to learn of the shooting death of 
@CLEpolice
 Det. James Skernivitz. We offer our deepest condolences to his family and colleagues. In honor of his life, I’ve ordered flags lowered on state buildings and grounds in Cuyahoga County and Columbus.",2020-09-04 12:55:42,Mike DeWine,Republican,0,1,1
318,89085,Murders overall are up in Ohio. The majority of victims are African American. We know from law enforcement that many of Ohio’s shootings are committed with handguns that are stolen or illegally obtained and used by convicted criminals who have no legal right to have them.,2020-08-20 18:19:48,Mike DeWine,Republican,0,1,1
319,89086,Murders overall are up in Ohio. The majority of victims are African American. We know from law enforcement that many of Ohio’s shootings are committed with handguns that are stolen or illegally obtained and used by convicted criminals who have no legal right to have them.,2020-08-20 18:19:21,Mike DeWine,Republican,0,1,1
320,89301,"One year ago, nine people were brutally murdered when a gunman opened fire on a crowd in Dayton’s Oregon District. Today, we remember them and everyone who was impacted by this shooting, including the police officers who ran toward the gunfire and saved so many lives.",2020-08-04 18:06:36,Mike DeWine,Republican,0,1,1
321,89483,"He opened our eyes with first-hand accounts of the abuse and prejudice he experienced.  He told us about his time as a Freedom Rider, when he and fellow activists were badly beaten while riding buses throughout the South to protest segregation.",2020-07-18 16:07:19,Mike DeWine,Republican,0,0,0
322,89843,"The vast majority of people who are demonstrating are peaceful and have every right to protest. But, there are others who are clearly there for violence. That violence will not be tolerated.",2020-06-23 18:26:31,Mike DeWine,Republican,0,1,1
323,89873,"I support the right to peacefully protest. However, defacing, damaging, and vandalizing our state capitol and its grounds are wrong, and such actions are criminal.",2020-06-19 19:55:54,Mike DeWine,Republican,0,1,1
324,89876,"#ThankYou to every Ohioan who has sacrificed for this journey.  We are proud that #Ohio has never been a slave state.  Freedom is our legacy, and we will continue to fight for civil rights and justice for all.",2020-06-19 18:54:33,Mike DeWine,Republican,0,0,1
325,89877,#Juneteenth is a momentous occasion in our history that marks the beginning of the right to celebrate freedom for all. This is an important time to acknowledge all who've fought against the evil of slavery and reflect on our journey as Americans to stand against racial injustice.,2020-06-19 18:53:25,Mike DeWine,Republican,1,0,1
326,89912,"#ICYMI: 
@OhioAG
 and I have announced plans for meaningful law enforcement reform in #Ohio.

Although most officers are good people who work hard to keep all Ohioans safe, we must acknowledge that there are some who shouldn't wear a badge.

Read more:  https://bit.ly/3fEhai6",2020-06-18 15:19:00,Mike DeWine,Republican,1,0,1
327,89914,"Those within the law enforcement community who fail to report violations by other officers could face penalties, too. This is similar to the way other professionally-licensed professions are treated including physicians and lawyers.",2020-06-17 18:36:03,Mike DeWine,Republican,1,0,1
328,89915,"The board would then be responsible for ensuring that Ohio’s law enforcement officials adhere to this professional code of conduct, and if not, they would have the authority to suspend and revoke a peace officer’s license when necessary.",2020-06-17 18:36:03,Mike DeWine,Republican,1,0,1
329,89916,"This board would be under 
@OhioAG
's Ohio Peace Officer Training Commission and would work with law enforcement experts from across the state and country to establish standards and a code of conduct for Ohio’s law enforcement profession.",2020-06-17 18:36:03,Mike DeWine,Republican,1,0,1
330,89918,"I am also asking our General Assembly to create a law enforcement oversight and accountability board, including members of the law enforcement community, and also members of the public.",2020-06-17 18:32:28,Mike DeWine,Republican,1,0,1
331,89923,I’m also calling on the Ohio General Assembly to mandate independent investigations and prosecutions for all officer-involved shootings and all in-custody deaths. It’s time that this process becomes automatic and mandatory for every law enforcement agency in #Ohio.,2020-06-17 18:26:17,Mike DeWine,Republican,1,0,1
332,89927,"Today I'm asking the Ohio General Assembly to start a discussion with me, 
@OhioAG
, and the public to identify a permanent funding stream for law enforcement training so that #Ohio can mandate specific annual training every year, for every officer.",2020-06-17 18:20:30,Mike DeWine,Republican,1,1,1
333,89931,Today I am asking the Ohio General Assembly to require that those who apply to take law enforcement basic training must first pass a psychological exam showing they are fit for this career.,2020-06-17 18:15:16,Mike DeWine,Republican,1,0,1
334,89932,"We must do more to make sure that officers who lack professionalism and show racial bias are not wearing a badge.  The ultimate goal that I believe we all share is to rebuild public trust by improving law enforcement accountability, training, and transparency.",2020-06-17 18:14:36,Mike DeWine,Republican,1,0,1
335,89933,"Many law enforcement agencies in #Ohio have worked hard to improve community-police relations and enhance public trust, and we should acknowledge these efforts. But we must also acknowledge that there are some officers in Ohio who have no place being in a position of trust.",2020-06-17 18:14:35,Mike DeWine,Republican,1,0,1
336,89934,"Live now: Governor DeWine and 
@OhioAG
 Dave Yost are discussing plans for meaningful law enforcement reform in #Ohio. Watch at http://ohiochannel.org or follow along here for updates.",2020-06-17 18:08:04,Mike DeWine,Republican,1,0,1
337,89936,"Today at 2 p.m., 
@OhioAG
 and I will announce new plans for meaningful law enforcement reform in #Ohio. 

To watch, check your local media or log on to http://ohiochannel.org.",2020-06-17 17:10:28,Mike DeWine,Republican,1,0,1
338,89965,"Protecting our older Ohioans is so very important. To report suspected abuse, call #Ohio's statewide, toll-free help line at 
1-855-644-6277. If you feel that an older adult is in immediate danger, please call local law enforcement immediately. 

#WEAAD2020",2020-06-15 14:56:45,Mike DeWine,Republican,0,0,0
339,90032,"This is just my first round of announcements related to meaningful law enforcement reform. Many necessary changes will require legislative action, and we are working on other ideas with the law enforcement community, elected officials, and community organizations.",2020-06-09 18:17:31,Mike DeWine,Republican,1,0,1
340,90033,"Today I am also announcing that we will create a new Ohio Office of Law Enforcement Recruitment within 
@Ohio_OCJS
 to help local agencies with the recruitment and retention of minorities and women in law enforcement.",2020-06-09 18:16:01,Mike DeWine,Republican,1,1,1
341,90035,I have also directed the Ohio Collaborative Community-Police Advisory Board to begin developing a new minimum standard on law enforcement’s response to mass protests.,2020-06-09 18:14:00,Mike DeWine,Republican,1,0,1
342,90036,A report listing #Ohio’s law enforcement agencies that have (and haven’t) chosen to pursue certification on these minimum standards is available at http://PublicSafety.ohio.gov,2020-06-09 18:11:47,Mike DeWine,Republican,1,0,1
343,90038,"79% of Ohio’s law enforcement officers work for an agency that is certified  - or is in the process of becoming certified - in Ohio’s use-of-force & hiring/recruitment standards. However, the total number of certified agencies is only around ½ of all of Ohio’s departments.",2020-06-09 18:10:32,Mike DeWine,Republican,1,0,1
344,90087,I'm asking all Ohioans to observe a moment of silence at 2:00 p.m. today in remembrance of George Floyd. The statewide moment of silence corresponds with the scheduled start of his memorial service in Minneapolis.,2020-06-04 17:12:53,Mike DeWine,Republican,1,0,1
345,90120,"We must: 
Improve law enforcement access to quality training;
Enhance transparency between police and the public; 
Recruit more minorities to serve as officers; and
Add more oversight to Ohio’s law enforcement agencies to ensure accountability",2020-06-02 18:30:28,Mike DeWine,Republican,1,0,1
346,90121,"We are going to continue to make sure that our law enforcement officers have the proper training on implicit bias. We’re going to do more on de-escalation training for police officers. And, we’re going to do more to create best practices for police departments on the use of force",2020-06-02 18:29:07,Mike DeWine,Republican,1,0,1
347,90130,"Benjamin Franklin once said that “Justice will not be served until those who are unaffected are as outraged as those who are.""  We should all be outraged that in the year 2020 in Ohio and across our Nation, there is still inequality of opportunity and racism.",2020-06-02 18:24:49,Mike DeWine,Republican,1,0,1
348,90137,"Our Government exists to protect people so they can live flourishing lives and achieve their dreams, with its fundamental purpose -- as our own Ohio Constitution of 1803 states -- “to establish justice, promote the welfare, and secure the blessings of liberty” for all.",2020-06-02 18:21:57,Mike DeWine,Republican,1,0,1
349,90161,"As is the case in Columbus, it is believed to be a relatively small group of violent individuals who are drowning out the voices of the many citizens who are peacefully expressing their desire for justice and change.",2020-05-31 0:02:41,Mike DeWine,Republican,1,0,1
350,90166,It’s about protecting from unnecessary destruction the small businesses that our fellow Ohioans have worked so hard to create. It is also about protecting the First Amendment and creating the environment for peaceful protests -- so that people can be heard,2020-05-30 21:09:40,Mike DeWine,Republican,1,0,1
351,90168,But the voices calling for justice and change are being drowned out by a smaller group of violent individuals that threatens the safety of the citizens of our community. Acts of violence will not be accepted nor tolerated.  This violence must stop.,2020-05-30 21:08:30,Mike DeWine,Republican,1,0,1
352,90169,The majority of demonstrators want to be heard.  They want to focus attention on the tragic death of George Floyd and on other injustices.  We always welcome such voices.,2020-05-30 21:08:29,Mike DeWine,Republican,1,0,1
353,90170,"Sadly, there is a relatively small, but violent group of people who pose a specific and real threat to our law enforcement officers and to the safety of the citizens of Columbus and Franklin County.",2020-05-30 21:07:35,Mike DeWine,Republican,0,1,1
354,90178,"Peaceful protest and the exercise of our First Amendment rights are an important part of our civic rights - but when protests turn violent, lives are put at stake.",2020-05-29 18:54:00,Mike DeWine,Republican,1,0,1
355,90179,"I ask my fellow citizens today, as you gather in protest in the coming days throughout #Ohio, please do so peacefully. We must not fight violence with more violence.",2020-05-29 18:54:00,Mike DeWine,Republican,1,0,1
356,90180,"Ohioans should speak out against wrongdoing. Ohioans should speak out for change. They should speak out for unity for an end to injustice. In all aspects of our lives, we must not allow hate to prevail over love, kindness, and compassion.",2020-05-29 18:53:59,Mike DeWine,Republican,1,0,1
357,90184,"George Floyd’s death is the culmination of many events.  As he lay on the ground dying, he was a victim representing so many others before him.  His death impacts us all. We have a responsibility to each other, regardless of race, to stand up & say we won't tolerate this conduct.",2020-05-29 18:44:28,Mike DeWine,Republican,1,0,1
358,90390,"This week is National #PoliceWeek2020. To all of Ohio’s law enforcement officers: #ThankYou. Thank you for your service, for your dedication, and for your bravery as you face the unknown each and every day - especially in these unprecedented times. #InThisTogetherOhio",2020-05-14 18:05:48,Mike DeWine,Republican,0,1,1
359,90469,"Join the campaign to #LightOhioBlue! Show your support for 
@OSHP
 and law enforcement officers across #Ohio by putting a blue light bulb in your exterior lights today through May 15! @LightOhioBlue #InThisTogetherOhio",2020-05-08 16:05:00,Mike DeWine,Republican,0,1,1
360,90515,"His beloved wife Betty has been his partner and by his side for his entire law enforcement career -- and she also served the people of Pickaway County so very well. Our hearts go out to Betty; their children Vicky, Dwight, and Sheriff Robert Radcliff; and their families",2020-05-06 13:41:54,Mike DeWine,Republican,0,1,1
