,x1,text,time,name,party,for_blm,against_blm
699,102759,TRANSPARENCY: Our tracers will be clear with how any contact information they’re given is used and handled. Contact tracers will be trained to ONLY ASK for the names and phone numbers of those they need to be in touch with.,2020-06-10 17:12:37,Phil Murphy,Democratic,NA,NA
307,45961,"The disaster declaration provides protections for businesses, workers, and residents in the face of a global pandemic.
 
It also helps us quickly activate 
@PANationalGuard
 to help in nursing homes, deploy commonwealth personnel, and respond to this emergency with less red tape.",2020-06-10 17:22:23,Tom Wolf,Democratic,NA,NA
869,114857,"Rest in peace Captain David Dorn. 
You are not forgotten.",2020-06-10 17:30:06,Mike Parson,Republican,NA,NA
882,77565,"Separately, we were informed that a Washington State Patrol trooper responded to a call for assistance and was at the scene briefly while Mr. Ellis was in custody and still alive. The patrol is obtaining details from that trooper. 3/5",2020-06-10 19:18:33,Jay Inslee,Democratic,NA,NA
242,122005,"I’m so grateful to each and every one of them for the work they did over the last few months, and I’m pleased that many more facilities are safely reopening as more parents return to work.",2020-06-10 21:50:08,J. B. Pritzker,Democratic,NA,NA
465,23838,"“This is the time for us to finally make a difference.” - 
@KingJames
#VOTE",2020-06-11 0:02:02,Gavin Newsom,Democratic,NA,NA
603,82794,"SD took a different path. We used models to prepare, but trusted our people to exercise their Freedom and personal responsibility to make wise decisions.

If someone is interested in the common good in all its iterations and complexities, Freedom is the one and only choice.",2020-06-11 14:11:57,Kristi Noem,Republican,NA,NA
42,89989,"Region 1, including Toledo:
0.93 -- trending upward.

Region 2, including Cleveland:
0.88 -- saw a slight uptick at end of May.",2020-06-11 18:56:56,Mike DeWine,Republican,NA,NA
350,30815,"Using #CARESAct funding, we're announcing:
$15 million in aid to homeless shelters
$2 million for area Chambers of Commerce to assist businesses as they reopen
$10 million to private colleges and universities in the State of New Hampshire",2020-06-11 19:15:32,Chris Sununu,Republican,NA,NA
546,153959,"As an LSU alumnus, I applaud the leadership of LSU for being open to their concerns, taking action, and working to bring greater diversity to the university. #lagov #lalege",2020-06-11 20:58:32,John Bel Edwards,Democratic,NA,NA
887,176688,"In the last week, we’ve done an average of over 15,000 tests a day. This high number is good – but we know we still need to do more. Testing is available all over the state, but we are specifically targeting historically marginalized communities and other high-risk populations.",2020-06-12 18:03:43,Roy Cooper,Democratic,NA,NA
978,119210,"Today, my team and I presented the second phase of my $400 million Economic Relief & Recovery proposal, including substantial investments in broadband. This money will be critical, not only to provide relief, but help us build a better foundation to thrive in the future. #vtpoli",2020-06-12 18:22:26,Phil Scott,Republican,NA,NA
913,89973,#SupportLocalOhio,2020-06-12 20:28:00,Mike DeWine,Republican,NA,NA
213,153952,Text 'LAGOV' to 67283 to receive important updates and information from the Governor's Office directly to your phone. #lagov #lalege,2020-06-13 15:30:00,John Bel Edwards,Democratic,NA,NA
95,77543,"This is not the time to give up on efforts to protect ourselves, our families and our communities. We are still in the middle of a pandemic that is continuing to infect and kill Washingtonians. This fight is not over.",2020-06-13 19:10:53,Jay Inslee,Democratic,NA,NA
609,102666,"• Mercer: 518
• Middlesex: 1,076
• Monmouth: 672
• Morris: 636
• Ocean: 817
• Passaic: 999
• Salem: 57
• Somerset: 437
• Sussex: 149
• Union: 1,126
• Warren: 138",2020-06-14 17:02:28,Phil Murphy,Democratic,NA,NA
970,166867,LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!,2020-06-15 13:00:38,Muriel Bowser,Democratic,NA,NA
76,119200,"With more Vermonters working remotely and kids learning from home, the need to expand access to broadband is even more critical. That's why my Economic Recovery Package includes major investments to expand connectivity and bridge the affordability gap.  https://accd.vermont.gov/sites/accdnew/files/documents/Vermont%20Economic%20Recovery%20Package%20-%20Phase%20II%20-%202020-06-12.pdf…",2020-06-15 13:41:40,Phil Scott,Republican,NA,NA
50,102651,"I want to note the news of 
@realDonaldTrump
’s endorsement for the replacement of the Portal Bridge to move forward. This is a tremendous bit of good news for our state, our commuters, and our building trades.",2020-06-15 17:11:53,Phil Murphy,Democratic,NA,NA
574,108990,"It feels especially right to have the pride flag on top of the State Capitol building today.

Happy #PrideMonth everyone!",2020-06-15 17:18:39,Ned Lamont,Democratic,NA,NA
689,82003,"As we reopen restaurants for indoor dining & other businesses in those areas as I announced today, we remain vigilant. Businesses must strictly follow health protocols & all people should wear face coverings, stay 6 feet apart whenever possible & frequently wash their hands. 2/",2020-06-15 18:31:05,Janet Mills,Democratic,NA,NA
493,190507,Today's victory comes days after the Trump administration reversed health protections for transgender and non-binary people – reckless and heartless to take away protections from vulnerable people during a global pandemic.,2020-06-16 0:52:31,Kate Brown,Democratic,NA,NA
924,89942,"@LtGovHusted
: Unfortunately, there are people out there who see a crisis as an opportunity to take advantage of others. In perhaps the most widespread scam, criminals are filing fake unemployment claims on behalf of real people who haven't lost their jobs.",2020-06-16 18:31:26,Mike DeWine,Republican,NA,NA
53,29200,"Starting this week, Tennessee's long-term care facilities were able to reinstate family visitations under specific safety protocols from our Unified-Command Group. MORE:",2020-06-17 15:03:01,Bill Lee,Republican,NA,NA
484,72220,"The funding will enable IBE, a statewide nonprofit organization committed to the social and economic advancement of Indiana communities, to launch a targeted, statewide promotional campaign and develop community outreach programs",2020-06-17 16:12:05,Eric Holcomb,Republican,NA,NA
687,102569,"• Mercer: 7,393
• Middlesex: 16,513
• Monmouth: 8,804
• Morris: 6,627
• Ocean: 9,306
• Passaic: 16,683
• Salem: 723
• Somerset: 4,780
• Sussex: 1,167
• Union: 16,315
• Warren: 1,206
• Under Investigation: 643",2020-06-17 17:35:42,Phil Murphy,Democratic,NA,NA
605,89928,#Ohio must do more to ensure that all our officers have the knowledge and skills to properly protect the public. I've never met a law enforcement officer who didn't want more training. They understand how important training is.,2020-06-17 18:19:46,Mike DeWine,Republican,NA,1
548,27785,"State to supply masks, gloves, hand sanitizer and face shields to all 120 counties https://go.usa.gov/xwmkr",2020-06-17 19:25:06,Andy Beshear,Democratic,NA,NA
811,108972,"Today, CT begins Phase 2 of our state’s reopening. Although 95% of our economy is now open, it’s important we safely support many of our favorite businesses. I visited 
@JEdwardsWinery
 in North Stonington to hear how they’ve fared during the pandemic and plan to open up.",2020-06-17 19:33:28,Ned Lamont,Democratic,NA,NA
763,121975,"With help from the CARES Act & General Assembly, my administration put together a support package of over $900 million to lift up small businesses, working families and Black & Brown communities who have been hit the hardest by covid-19’s financial impacts https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21697…",2020-06-17 20:15:59,J. B. Pritzker,Democratic,NA,NA
279,111860,"I'm joined by 
@FaithWinterCO
, 
@matthewogray
, and 
@RideRTD
 Board Chair Angie Rivera-Malpiede to announce the RTD Accountability Committee.
 Watch live on my YouTube page:",2020-06-17 21:39:02,Jared Polis,Democratic,NA,NA
98,10263,"Friday has been proclaimed Juneteenth Celebration Day in North Dakota. We encourage North Dakotans to observe and learn more about this day commemorating the end of slavery, as we renew our commitment to the ideals of democracy and liberty, justice and equality for all citizens.",2020-06-17 21:52:29,Doug Burgum,Republican,1,NA
650,146801,We are also working with the Delaware Heritage Commission and Delaware Historical Society to create an educational program around issues of race and slavery in Delaware and the U.S.,2020-06-18 14:08:36,John Carney,Democratic,1,NA
448,4261,John Waggoner was a great American who served as the Mayor of Colbert for 41 years. He is the definition of a public servant and will be missed greatly by his community and those who were honored to call him a friend. #gapol,2020-06-18 14:39:13,Brian Kemp,Republican,NA,NA
653,40763,"CALLING ALL STUDENT ARTISTS: 
@FLOTUS
 is seeking youth art to be included in her “Building the Movement: America's Youth Celebrate 100 Years of Women's Suffrage"" exhibit. Applications are open to 3-12 grade students until July 6. Learn more:",2020-06-18 15:57:42,Kay Ivey,Republican,NA,NA
637,176644,"As we continue our activation here at the Emergency Operations Center, I want to thank Dr. Mandy Cohen and Director Mike Sprayberry and their teams for their tireless work fighting this pandemic. You have both led by example since Day 1, and our state is fortunate to have you.",2020-06-18 18:05:29,Roy Cooper,Democratic,NA,NA
643,13587,"Had a productive, bipartisan discussion with fellow Council of Governors members to discuss top defense and security issues, including cybersecurity. I look forward to furthering this discussion during our virtual plenary meeting later this summer. 
@AsaHutchinson
 @GovHawaii
 1/",2020-06-18 19:46:19,Doug Ducey,Republican,NA,NA
20,114799,"Over the month of May, employment increased by nearly 33,900 jobs.

While we still have some work to do, this is a good sign and shows that we are ALREADY making progress.",2020-06-18 20:06:39,Mike Parson,Republican,NA,NA
723,114792,"Yesterday, I had the chance to attend a groundbreaking ceremony for a new 
@ranken
 Technical College campus.",2020-06-18 21:54:56,Mike Parson,Republican,NA,NA
216,133740,We are writing history. Last night the Minnesota House passed legislation that would bring systemic change. The Senate should not let this moment pass without meaningful police accountability and reform.,2020-06-19 19:44:20,Tim Walz,Democratic,NA,NA
113,102485,"Black Lives Matter in wages and wealth creation, so we will push for additional meaningful economic opportunities for our families.
 
Black Lives Matter in criminal justice reform, so we will continue reshaping a more community-centered form of law enforcement.",2020-06-19 21:00:05,Phil Murphy,Democratic,1,NA
556,102472,"In New Jersey, we have our own history of police-involved deaths. 

Maurice Gordon is just one example. Our condolences, thoughts and prayers go out to the family of Mr. Gordon and every family who has shared this kind of tragic loss.",2020-06-19 21:08:49,Phil Murphy,Democratic,1,NA
918,153919,"Happy #FellowsFriday! This week, we’re meeting Hannah Kleinpeter and Everett Craddock. Hannah is an MPA student at 
@LSU
 working in the Governor’s Press Office and Everett is a junior at 
@LSU
 working with 
@LouisianaCPRA
. #lagov #lalege",2020-06-19 21:30:00,John Bel Edwards,Democratic,NA,NA
855,114780,"Headed into the great outdoors this weekend? 
@mostateparks
 has 91 state parks and historic sites throughout Missouri.
Find a park: https://mostateparks.com/find-a-park 
Review current advisories: https://mostateparks.com/advisories",2020-06-20 0:30:00,Mike Parson,Republican,NA,NA
157,60946,"We must be willing to listen, to be uncomfortable, and to show up and do the work that needs to be done to dismantle racism in our state. It’s on all of us, together.",2020-06-20 21:47:42,Tony Evers,Democratic,1,NA
200,10259,"Incredibly grateful for the blessing of being a dad to Joe, Jesse and Tom and for all that I learn from them each and every day. Happy Father's Day to dads of all ages!",2020-06-21 13:06:04,Doug Burgum,Republican,NA,NA
24,102435,"EFFECTIVE IMMEDIATELY:
Outdoor gatherings may now increase from 100 to 250 persons maximum – still no limit for outdoor religious or political activities
Indoor gatherings are now limited to 25% of capacity – but cannot exceed 100 persons",2020-06-22 18:40:02,Phil Murphy,Democratic,NA,NA
291,13571,"Joining 
@forestservice
 and 
@azstateforestry
 to receive a briefing on the #BighornFire in the Catalina Mountains. It is currently at 58,599 acres and 16% containment. I’m grateful to everyone working around the clock to contain this wildfire and protect our communities. 1/",2020-06-22 20:35:23,Doug Ducey,Republican,NA,NA
773,13570,"@inciweb
 @CoronadoNF
 @pimaarizona
 @PimaSheriff
 @Sheriff_Napier
 @RedCrossAZ
 @GRFDAZ
 @NorthwestFire
 2/2",2020-06-22 20:35:36,Doug Ducey,Republican,NA,NA
658,166797,"Bridges. Not walls. 
@newfdmb",2020-06-22 20:40:08,Muriel Bowser,Democratic,NA,NA
41,153905,"If you need to talk to someone, you can get connected by texting REACHOUT to 741741 to reach a trained crisis counselor who will help de-escalate, identify coping strategies and use active listening techniques to support you. #lagov #lalege",2020-06-23 15:02:14,John Bel Edwards,Democratic,NA,NA
26,30769,"To date, over 23,000 frontline Medicaid workers from nearly 300 long-term care providers have benefited from the $300 weekly stipend, with over $28 million having gone out the door. (2/2)",2020-06-23 19:06:25,Chris Sununu,Republican,NA,NA
333,13565,"For years, Arizonans heard empty talk about the border. With 
@realDonaldTrump
, we are seeing action. 

Arizona is grateful for this Administration’s focus on border security and the partnership we’ve had, including Arizona’s Border Strike Force, to keep our citizens safe.",2020-06-23 19:15:17,Doug Ducey,Republican,NA,NA
753,114766,".
@AccentureFed
 is expanding in the St. Louis region and creating 1,400 #techjobs. This expansion will grow Missouri’s tech workforce and strengthen our standing as a tech hub in the U.S.
 
Proud to welcome Accenture Federal Services to the state of Missouri!",2020-06-23 19:15:22,Mike Parson,Republican,NA,NA
702,121932,"Illinois estará allí para ellos de todas las formas posibles.  
@ReadyIllinois
 proporcionará máscaras de tela a cada estudiante, maestro y miembro del personal en cada distrito escolar público de Illinois, más de 2.5 millones de máscaras, sin costo alguno para los distritos.",2020-06-23 20:16:05,J. B. Pritzker,Democratic,NA,NA
247,146773,"We need everyone to act with a sense of responsibility, community, and awareness of the fact that your actions affect your neighbor.",2020-06-23 23:47:59,John Carney,Democratic,NA,NA
34,27754,Today we will have two live updates at 11:30 am and 4 p.m. Watch via http://Facebook.com/GovAndyBeshear or http://YouTube.com/GovAndyBeshear.,2020-06-24 13:30:49,Andy Beshear,Democratic,NA,NA
921,86934,"ICYMI: Read my op-ed at The Community Voice 
@cvoiceks
 regarding the formation of my Commission on Racial Equity and Justice.

Read the full piece here: http://communityvoiceks.com/news/kansas_news/governor-laura-kelly-commission-on-racial-equity-and-justice/article_09712e92-b63b-11ea-a37f-7f8116d84e62.html…",2020-06-24 17:10:41,Laura Kelly,Democratic,NA,NA
276,102351,"We remember Jose Luis Calixto, who came to New Jersey with his family from Mexico in search of a better future for his children. Today would’ve been Jose’s 53rd birthday. He will always be a part of our New Jersey family. May God bless him.",2020-06-24 17:19:32,Phil Murphy,Democratic,NA,NA
412,69246,"Additionally, due to the increase of cases, we will not be considering applications for relaxation of our color coded guidance for the next two weeks.",2020-06-24 22:25:13,Gary Herbert,Republican,NA,NA
482,146760,"We will also continue investments to support students and educators statewide through our Opportunity Funding program. This program supports students living in poverty, and students who are still learning English. I can’t think of a more important investment in Delaware’s future.",2020-06-25 2:52:04,John Carney,Democratic,NA,NA
771,102331,"Tracking our key metrics, we remain in a place where we feel comfortable continuing with Stage 2 of our restart.

We need to get our ranking in hospitalizations and deaths DOWN. The only way we can is by remaining vigilant and taking personal responsibility.",2020-06-25 17:16:21,Phil Murphy,Democratic,NA,NA
512,190473,"Today marks 7 years since the Voting Rights Act was gutted, leading to voter suppression in communities of color nationwide. The House passed a law nearly 200 days ago to #RestoretheVRA; now the Senate MUST act. Voting rights shouldn’t be partisan.",2020-06-25 17:31:59,Kate Brown,Democratic,NA,NA
819,30745,"Today we're also announcing $1.5 million in #CARESAct commitments to 
@VolunteerNH
, which has done amazing work to connect Granite Staters seeking to help those in need. 

NH's commitment to service runs deeps, and we're proud to further strengthen that commitment today.",2020-06-25 19:18:02,Chris Sununu,Republican,NA,NA
862,121919,"We’ve seen what’s happened in other states that have allowed politics or short-term thinking to drive decision-making. Many states are now seeing surges in cases and hospitalizations, and they’re being forced to move backward and stay at home – that’s not the story in Illinois.",2020-06-25 21:15:09,J. B. Pritzker,Democratic,NA,NA
570,72185,"Learn more:
 American Workforce Policy Advisory Board: https://calendar.in.gov/site/gov/event/gov-holcomb-appointed-to-the-american-workforce-policy-advisory-board/…
 Indiana’s workforce development initiative, #NextLevelJobs:",2020-06-26 14:25:46,Eric Holcomb,Republican,NA,NA
468,166759,"It’s time.

Tune in: https://c-span.org/video/?473242-1/house-session&live…

#DCStatehood",2020-06-26 18:15:53,Muriel Bowser,Democratic,NA,NA
315,131533,Had a great time joining Sen. Chuck Hall to engage with and listen to our Perry community leaders and small business owners about our state’s economic comeback and how we can better work together to become a Top Ten state.,2020-06-26 18:24:08,Kevin Stitt,Republican,NA,NA
550,27738,"Kentucky, you're continuing to do the right thing to help us flatten the curve. Keep it up. And continue to share your positive stories with #TeamKentucky.  We will get through this together.",2020-06-26 22:22:00,Andy Beshear,Democratic,NA,NA
317,4249,ICYMI: ‘Georgia is too great to hate’: Kemp signs hate crimes bill #gapol,2020-06-27 14:14:56,Brian Kemp,Republican,NA,NA
243,23794,"Never been a more urgent election --  and CA Democrats have never been more energized, united and ready to elect our next President.

At this moment in history, I’m proud that our Delegation will be chaired by those who reflect the diversity and dynamism of our great state.",2020-06-28 18:55:23,Gavin Newsom,Democratic,NA,NA
84,102264,"A woman’s right to choose is non-negotiable.
 
Today’s Supreme Court decision is a win for the health, safety, and freedom of women in Louisiana and across our nation. In New Jersey, we will always protect reproductive freedom.",2020-06-29 16:21:57,Phil Murphy,Democratic,NA,NA
951,151382,".
@WMAR2News
 | Gov. Hogan, State Superintendent announce $210 million in additional funding to help Maryland schools",2020-06-29 17:21:15,Larry Hogan,Republican,NA,NA
695,30734,"Instead of rolling up their sleeves and passing bills that were in the best interests of students and expectant moms, the Democrats chose to play politics in what can only be described as an election year headline-grabbing political stunt.",2020-06-29 20:39:08,Chris Sununu,Republican,NA,NA
354,153871,"Wear a mask so we can #TakeFlight
 once again. #MaskUpLa",2020-06-29 21:45:22,John Bel Edwards,Democratic,NA,NA
853,72168,"Utilities regulated by the Indiana Utility Regulatory Commission must follow the order issued Monday by the commission prohibiting service disconnections through Aug. 14. Under Executive Order 20-33, non-regulated utility companies must also extend service until Aug. 14.",2020-06-30 19:17:12,Eric Holcomb,Republican,NA,NA
514,146724,"Know your status by getting tested – especially if you have spent time in our beach communities. 

Visit http://de.gov/gettested to find a local testing site.",2020-06-30 22:20:18,John Carney,Democratic,NA,NA
75,55701,"NEW: As Virginia moves to Phase Three tomorrow, current restrictions on bar seating and congregating areas will stay in place.

We are making this modification to keep Virginians safe—cases are rising in many other states, and we don't want to see that happen in our Commonwealth.",2020-06-30 23:25:04,Ralph Northam,Democratic,NA,NA
232,55698,Read my executive order and learn more about the guidelines for Phase Three here:,2020-06-30 23:25:05,Ralph Northam,Democratic,NA,NA
443,55693,"I'm excited to be back at 
@TCCva
's Skilled Trades Academy this morning to talk about new protections for Virginia workers taking effect today, including raising the minimum wage. WATCH:",2020-07-01 14:12:06,Ralph Northam,Democratic,NA,NA
872,129097,"Florida has taken another historic step in the fight to protect water quality & conserve our state’s natural resources. I was proud to sign SB 712 ""The Clean Waterways Act"" sponsored by 
@debbie_mayfield
 & 
@bobbypaynefl
. Thanks to Madison for the assist!",2020-07-01 16:10:26,Ron DeSantis,Republican,NA,NA
517,129096,"I was proud to sign HB 1091, which increases fines for sanitary sewer overflows by 100% and all other environmental fines by 50% across the board. These penalties will serve as a deterrent against bad actors. Great work by 
@VoteRandyFine
 & 
@JoeGruters
.",2020-07-01 17:10:42,Ron DeSantis,Republican,NA,NA
754,34430,"#USMCA goes into effect today, this new trade deal championed by 
@realDonaldTrump
 strengthens our trade with Canada and Mexico which will grow our economy and create new jobs in Alaska.",2020-07-01 18:25:47,Mike Dunleavy,Republican,NA,NA
428,176593,"Let me be clear: We want our schools open for in-person instruction in August. The classroom is the best place for children to learn. Recent reports recommend it, and I know many parents and children agree.",2020-07-01 19:04:37,Roy Cooper,Democratic,NA,NA
444,166723,"Help me out: share this and ask three people you know whether they've filled out the census.

It'll take less than 10 minutes to #GetCountedDC.
 http://my2020census.gov",2020-07-01 21:14:11,Muriel Bowser,Democratic,NA,NA
880,77465,"Washingtonians know investments in safe, reliable and clean infrastructure is key to rebuilding our economy and putting people back to work.

I'm grateful to 
@HouseDemocrats
 for advancing this bold, forward-looking proposal today.",2020-07-01 21:33:33,Jay Inslee,Democratic,NA,NA
391,133710,"Today is about freedom, celebration, and community. Wishing all who are celebrating a festive and healthy 60th Somali Independence Day!",2020-07-02 2:28:00,Tim Walz,Democratic,NA,NA
278,30717,"Wishing a very happy 81st birthday to the (second) best governor New Hampshire’s ever had, 
@GovernorSununu
! Always enjoy looking back on this candid photo taken of us on the morning after the 2016 primary as my Dad offered his words of wisdom (unsolicited, I’m sure)!",2020-07-02 14:54:21,Chris Sununu,Republican,NA,NA
752,121885,"56 years after the Civil Rights Act was signed into law, our nation is still working to live up to its ideals. 

We must continue the hard work of bending the arc towards justice — for all Americans.",2020-07-02 15:32:05,J. B. Pritzker,Democratic,1,NA
836,13479,"Additionally, 
@SecretaryHobbs
 issued the 2020 AZVoteSafe Guide, which includes recommendations like bringing a pen to the polls and maintaining safe distances from other voters. https://azgovernor.gov/sites/default/files/the_azvotesafe_guide__0.pdf… 4/",2020-07-02 15:35:32,Doug Ducey,Republican,NA,NA
595,121883,"It’s simple: If you’re going out — even if it’s only for a few minutes — wear a mask to protect yourself and those around you.

We can continue our progress if we’re #AllInIllinois.",2020-07-02 17:45:41,J. B. Pritzker,Democratic,NA,NA
713,89696,"Ohioans should assume that if one member of their household is sick, then every household member is sick, as well.  That means taking appropriate measures to control the spread, which should include self-quarantining and contacting a doctor.",2020-07-02 19:05:09,Mike DeWine,Republican,NA,NA
235,30714,"Today we're launching a statewide map of the businesses that have received checks from the Main Street Relief Fund. You can view the map, search by town, business, or address and see who has received a grant and how much it was for by visiting:",2020-07-02 19:22:17,Chris Sununu,Republican,NA,NA
457,159553,"Phase 3 of our reopening plan allows professional sports teams, under the authority of league-wide rules, to hold games without spectators here in the Commonwealth.
@MassLtGov
 and I were glad to mark this progress with the 
@RedSox
 and Mayor 
@marty_walsh
 at 
@fenwaypark
 today.",2020-07-02 19:54:21,Charlie Baker,Republican,NA,NA
824,114697,"Since peaking at over 1,200 in early April, hospitalizations in Missouri have decreased by approximately 50% and stabilized at roughly 600 in June.

This aligns with what we’re seeing with transmission rates.",2020-07-02 20:03:32,Mike Parson,Republican,NA,NA
246,114690,"Today, 
@MoEcoDevo
 Director Rob Dixon is here to share more details about how this broadband funding will be used. 

Watch LIVE.",2020-07-02 20:07:34,Mike Parson,Republican,NA,NA
781,144545,"Again, I ask every South Carolinian to wear a mask, socially distance, and frequently wash your hands. (3/3)",2020-07-02 20:43:32,Henry McMaster,Republican,NA,NA
697,29173,"Proud to partner with 
@TNChiefs
, 
@TBInvestigation
, 
@TNDeptofSafety
, 
@TNCommerceInsur
, 
@TNSheriffs
, and the Peace Officer Standards & Training Commission (POST) to ensure law enforcement are consistently on the side of the communities they serve.

http://bit.ly/2NPhrmr",2020-07-02 21:23:41,Bill Lee,Republican,NA,NA
117,176577,"Wear a mask, save lives. And go 
@canes
.",2020-07-03 14:52:27,Roy Cooper,Democratic,NA,NA
500,89687,"If you missed Dr. Chris Peltier during Thursday's briefing as he discussed the health of students returning to school in the fall, you can watch below. 
 

#StaySafeOhio #InThisTogetherOhio",2020-07-03 15:02:00,Mike DeWine,Republican,NA,NA
980,166715,One task: wear a mask.,2020-07-04 19:19:04,Muriel Bowser,Democratic,NA,NA
977,124794,“Do you want college football this fall? Wear a mask.”,2020-07-06 20:34:47,Pete Ricketts,Republican,NA,NA
782,102124,"UPDATE: Windy, rainy conditions have led to more than 38,277 power outages statewide. We're in touch with all major utilities, who are working to restore power ASAP.
Avoid unnecessary travel
Beware of downed power lines
Report outages: http://ready.nj.gov/plan-prepare/public-utilities.shtml…",2020-07-06 21:16:47,Phil Murphy,Democratic,NA,NA
551,27699,"Our future is bright Kentucky. Let's continue to work together, make the right choices and build a better tomorrow. #TogetherKy",2020-07-06 22:51:00,Andy Beshear,Democratic,NA,NA
431,166700,"13/ delivers on a system of health care in Wards 7 and 8, including new hospitals at St. Elizabeths and Howard University, and continues to make significant investments in affordable housing and ending homelessness.",2020-07-07 13:30:30,Muriel Bowser,Democratic,NA,NA
903,97949,"It's going to be hot this week, New Mexico! Be sure to stay hydrated and take frequent breaks if you have to be outdoors.",2020-07-07 15:21:42,Michelle Lujan Grisham,Democratic,NA,NA
184,13454,"#OTD in 1981, President Ronald Reagan nominated Arizona's own Sandra Day O'Connor to the Supreme Court.

“She is truly a person for all seasons, possessing those unique qualities of temperament, fairness, intellectual capacity and devotion to the public good.” - Pres. Reagan",2020-07-07 16:08:13,Doug Ducey,Republican,NA,NA
865,89662,Franklin County continues to be a concern. Looking at their 7-day moving average case data - it shows increasing cases during the past three weeks from June 13th to July 3rd. This data is tentative.,2020-07-07 18:12:01,Mike DeWine,Republican,NA,NA
580,159547,"Regional Mosquito Control Districts like the one in Plymouth are also doing great work on early mitigation + spraying but not every community belongs to a local district.

That's why we've filed legislation to facilitate a coordinated, statewide approach: https://bit.ly/2O0OHHi",2020-07-07 19:18:16,Charlie Baker,Republican,NA,NA
239,82753,"Today, 
@BEA_News
 announced that SD had the 2nd smallest economic slowdown of any state in the first quarter.

The credit here goes to South Dakotans for exercising their personal responsibility. Our low taxes and regulation put us in a great spot for our economy to bounce back.",2020-07-07 20:42:12,Kristi Noem,Republican,NA,NA
786,102117,"Congratulations to 
@NJTRANSIT
’s latest class of locomotive engineers!

Investing in our transit workforce is critical to getting NJ TRANSIT back to where we know it can be, and where our commuters deserve it to be.

http://nj.gov/governor/news/news/562020/approved/20200707b.shtml…",2020-07-07 22:06:23,Phil Murphy,Democratic,NA,NA
841,13447,Wearing a mask protects you and your loved ones. #MaskUpAZ,2020-07-08 0:46:14,Doug Ducey,Republican,NA,NA
313,176571,"Welcome home, Janaria! Thank you for the great sacrifices you’ve made treating others throughout this pandemic, and we’re glad to have you safely back in our state.",2020-07-08 15:04:13,Roy Cooper,Democratic,NA,NA
931,129072,"Enjoyed discussing Florida’s efforts to protect our most vulnerable in long-term care facilities and the elderly with 
@SeanHannity
.",2020-07-08 15:43:21,Ron DeSantis,Republican,NA,NA
196,121860,"Here's what did happen:

We took action here early, with Illinois’ hospital leaders, epidemiologists, modelers, public health officials and emergency management leaders quickly helping to put plans together.",2020-07-08 16:24:59,J. B. Pritzker,Democratic,NA,NA
69,108870,"HAPPENING NOW: News briefing to discuss today's #SCOTUS decision rolling back access to birth control under the Affordable Care Act
WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-07-08 18:29:44,Ned Lamont,Democratic,NA,NA
373,102076,Announcing new funding to combat food insecurity in New Jersey. WATCH LIVE:,2020-07-09 14:31:54,Phil Murphy,Democratic,NA,NA
466,153819,"Those investments are also an important investment in people, with Hood Container now reaching the highest employment at the plant since it was closed more than a decade ago. This represents another important win for our economy in rural Louisiana. #lagov #lalege",2020-07-09 15:59:51,John Bel Edwards,Democratic,NA,NA
64,166686,"3/ The DC Car Free Lanes, which will be designated by red paint, will be installed at the following locations beginning in late July:",2020-07-09 16:55:26,Muriel Bowser,Democratic,NA,NA
588,60885,"I believe, and Wisconsinites do, too, that the people should get to choose their elected officials, not the other way around. When I ran for governor, I promised I would lead the fight for fair, nonpartisan maps, and by golly, we’re going to make good on that promise.",2020-07-09 17:53:48,Tony Evers,Democratic,NA,NA
715,176564,"There are critical decisions ahead on how we reopen schools and whether we continue to ease restrictions on certain businesses. On schools, we continue to get excellent input from teachers, superintendents and health officials.",2020-07-09 18:03:20,Roy Cooper,Democratic,NA,NA
230,89627,"We intend to make this funding available to all public and private K-12 schools and to all of our 2- and 4-year colleges and universities, both public and private, including adult career tech providers.",2020-07-09 18:12:21,Mike DeWine,Republican,NA,NA
385,89620,"Testing and Positivity. We are seeing a “weekend effect” where the number of tests reported on Sat/Sun are generally lower than the numbers reported on weekdays.  The positivity rate reported for July 7th was 6.4%, which is Ohio’s highest since 5/25.",2020-07-09 18:20:29,Mike DeWine,Republican,NA,NA
101,69220,"Today, I am announcing that we are mandating that all students, faculty, staff and visitors in all K-12 school districts and charter schools will wear a mask in buildings and on buses.",2020-07-09 18:44:37,Gary Herbert,Republican,NA,NA
696,55678,"One year ago, I called a special session to respond to the gun violence epidemic in Virginia. I asked legislators for votes and laws—but neither happened.

Today, I was proud to sign seven commonsense laws that will prevent gun violence in our Commonwealth and save lives.",2020-07-09 22:56:05,Ralph Northam,Democratic,1,NA
812,13427,Phillip Blanks and D’Artagnan Alexander are heroes. Their bravery saved two lives last week.,2020-07-10 15:22:09,Doug Ducey,Republican,NA,NA
462,108859,"We're continuing to monitor the potential impact of Tropical Storm #Fay on CT.

Right now, it appears the heaviest rain will be in western CT, which could see about 2-4"". Eastern CT can expect about 1-2”.

Flood watches are in effect for the entire state. Stay safe!",2020-07-10 16:20:03,Ned Lamont,Democratic,NA,NA
344,102049,Better to be six feet apart than six feet under.,2020-07-10 18:12:57,Phil Murphy,Democratic,NA,NA
