"","x1","text","time","name","party","for_blm","against_blm"
"189",98145,"COVID-safe practices for restaurants will be required to be adhered to under any broader reopening that could take place early next week upon the expiration of the current emergency public health order.

All COVID-safe practices can be found here: https://adobe.ly/3grPM7W",2020-05-26 22:40:48,"Michelle Lujan Grisham","Democratic",NA,NA
"190",90505,"We're back today with another #COVID19 update at 2 p.m.

Check your local media or: 
 TV: Ohio's 
@PBS
 stations
 RADIO: Ohio's 
@NPR
 affiliates
 ONLINE: http://ohiochannel.org

#InThisTogetherOhio
#ResponsibleRestartOhio
#StaySafeOhio

http://coronavirus.ohio.gov",2020-05-07 15:47:00,"Mike DeWine","Republican",NA,NA
"191",98148,"COVID-19 UPDATE
We continue to see progress in our fight against #COVID19, which is a credit to New Mexicans. 

Beginning tomorrow, restaurants in most of the state will be allowed to provide limited outdoor or patio services at up to 50% of their outdoor occupancy level.",2020-05-26 22:40:47,"Michelle Lujan Grisham","Democratic",NA,NA
"192",27922,"""Soon, this pandemic will be behind us. But if we keep showing this unity and togetherness, our best days are in front of us."" - Governor Andy Beshear 

Read the full Op-Ed: https://go.usa.gov/xw386 

#TogetherKy #TeamKentucky",2020-05-22 18:41:01,"Andy Beshear","Democratic",NA,NA
"193",10288,"All citizens have the right to peacefully and lawfully assemble and protest; we are committed to protecting those rights. Additional state resources are necessary to help relieve distress due to activity that threatens the safety, health and welfare of the citizens of ND.",2020-05-31 04:01:00,"Doug Burgum","Republican",NA,NA
"194",113729,"Finished a call with 
@MOHospitals
 — it’s important to me to hear from our boots on the ground. Also discussed vaccine distribution. The Feds have asked us to prepare for initial distribution in the coming weeks prioritizing healthcare workers.",2020-10-29 17:09:27,"Mike Parson","Republican",NA,NA
"195",133661,"LIVE: At 2pm we’ll make an announcement on our efforts to combat COVID-19. Tune in 
This announcement will also be broadcast live in Spanish, Hmong, and Somali through 
@tpt
, 
@3hmoobtv
, and Somali TV Minnesota.",2020-07-22 18:53:07,"Tim Walz","Democratic",NA,NA
"196",101701,"We send our deepest condolences to a dear friend and partner, Senator Ronald Rice, who lost his wife, Shirley. We are all keeping Senator Rice and his children, Ron and Yuki, in our prayers today.",2020-08-04 14:03:01,"Phil Murphy","Democratic",NA,NA
"197",13005,"I had the pleasure to meet with Carl and Marsha Mueller today as they stopped by the State Capitol. Arizona will never forget the courage and selflessness of their daughter, Kayla.",2020-09-08 20:01:43,"Doug Ducey","Republican",NA,NA
"198",13300,"My thanks to all our school officials for their continued leadership and commitment to our students. 
@chadgestson
 @PhoenixUnion
 @AvondaleESD
 @ChandlerUnified
 @CamilleCasteel
 @YUHSD
 @gthompsonyuhsd
 @mpsaz
 @TollesonESD
 @LupitaHightower
 @vailschools
 @Florenceusd
 @RSDNo66
 2/",2020-07-28 22:49:21,"Doug Ducey","Republican",NA,NA
"199",119255,"I will always be grateful he made it back. But, we must all honor and remember the thousands of brave American and Allied Forces who lost their lives on those beaches. 

Their actions and heroism literally saved the world, and we must never forget them. 
3/3",2020-06-06 12:42:02,"Phil Scott","Republican",NA,NA
"200",46020,"We have seen these injustices happen across the nation and in our commonwealth.

This week, we were all shaken by the murder of George Floyd in Minnesota.

As Pennsylvanians protest, I urge everyone involved to be peaceful and to keep each other safe.",2020-05-30 21:58:34,"Tom Wolf","Democratic",NA,NA
"201",82856,"Happy 18th Birthday Booker! We sure do love you!",2020-05-21 22:33:10,"Kristi Noem","Republican",NA,NA
"202",176278,"This money goes right back into our local economies, supporting businesses in every community. People are hurting right now. This pandemic has knocked them out of work and left them with few options. Helping the unemployed is what this trust fund is for, so let it do some work.",2020-08-26 19:12:39,"Roy Cooper","Democratic",NA,NA
"203",135438,"Today, the Court of Appeals ruled to uphold the emergency powers given to governors to protect Michiganders from crises. I will continue to do what I said I would from day one: taking deliberate, measured actions to protect Michiganders from COVID-19.",2020-08-21 16:38:08,"Gretchen Whitmer","Democratic",NA,NA
"204",119036,"Agriculture and maintaining a strong dairy sector is critical to Vermont’s rural economy, and these dollars will keep our eye on the future. We’re so grateful for 
@SenatorLeahy
’s leadership in creating these innovative programs and bringing them to Vermont.",2020-08-20 22:28:30,"Phil Scott","Republican",NA,NA
"205",90590,"As we approach the #ResponsibleRestartOhio opening for retail on May 12 - we remind you that retail can right now do curbside or by appointment service. This won't work for all businesses, but if it works for your retail company you can do this today.",2020-05-04 18:12:12,"Mike DeWine","Republican",NA,NA
"206",121661,"I'm glad to join 
@GreenERAChicago
 and members of the Auburn Gresham community to announce a $3 million state investment that will help bring a new urban farming campus to Chicago’s South Side.",2020-08-07 18:25:24,"J. B. Pritzker","Democratic",NA,NA
"207",77213,"Welcome aboard, Jeff. 

Thanks for all you have done, and will do, to protect Washington’s salmon and their habitat.",2020-09-21 21:18:24,"Jay Inslee","Democratic",NA,NA
"208",86676,"Join me live at 4 p.m. today as we discuss the most recent news and numbers surrounding COVID-19 in the state of Kansas. https://facebook.com/GovLauraKelly",2020-10-13 17:57:48,"Laura Kelly","Democratic",NA,NA
"209",35299,"Access to quality, affordable health care is critical to Montanans' well-being, particularly during these challenging times. These grants will help ensure Montanans have that critical access to care.",2020-08-23 20:58:22,"Steve Bullock","Democratic",NA,NA
"210",102700,"Our transmission rate of #COVID19 has dropped to among the lowest in the country.

Right now, the national news is reporting about other states witnessing spikes in COVID-19 cases and impacts – states which rushed to reopen. The foolhardiness of their actions is now being seen.",2020-06-12 17:08:25,"Phil Murphy","Democratic",NA,NA
"211",45844,"Reminder: In Pennsylvania, masks must now be worn whenever anyone leaves home.

It is essential that Pennsylvanians wear masks to prevent the spread of #COVID19.

More about this requirement: http://on.pa.gov/2VFj7Dk",2020-07-02 12:00:00,"Tom Wolf","Democratic",NA,NA
"212",34356,"I will never stop pursuing opportunities & projects that stand to improve Alaskans lives, lower our cost of living, & could bring new businesses and investment to our state. 

https://akgov.us/3r4

#akgov #Alaska #energy",2020-09-24 18:26:32,"Mike Dunleavy","Republican",NA,NA
"213",12689,"“When the dust settled as the second quarter ended, June 30, 2020 –  also the first quarter for the pandemic – Arizona saw a net increase of nearly 20,000 new businesses, according to FRED.”

https://bizjournals.com/phoenix/news/2020/10/20/growing-inside-and-from-outside-means-strong-2021.html… 
@phxbizjournal",2020-10-23 20:38:09,"Doug Ducey","Republican",NA,NA
"214",89014,"UPDATED Travel Advisory 
 

Based on current positivity rates, Ohioans are now encouraged to avoid travel to: 
Idaho
Texas
Mississippi
South Carolina 

Details: http://bit.ly/TravelAdvisoryOhio…

#InThisTogetherOhio #MasksOnOhio",2020-08-26 19:41:17,"Mike DeWine","Republican",NA,NA
"215",30445,"$3.7M to Monadnock Community Hospital
$5M to Saint Joseph's Hospital in Nashua
$5M to Catholic Medical Center in Manchester
 
These funds help ensure that no health care facility has to shut off their lights as a result of decreased revenues brought on by #COVID19. (3/3)",2020-09-17 19:16:00,"Chris Sununu","Republican",NA,NA
"216",129053,"Today, 
@FLCaseyDeSantis
 and I are holding a roundtable regarding mental health and #COVID19 in Tampa at 12:30PM. Tune in to the 
@floridachannel
 or http://facebook.com/GovRonDeSantis.",2020-07-16 15:39:40,"Ron DeSantis","Republican",NA,NA
"217",90112,"Key indicators:",2020-06-02 18:40:38,"Mike DeWine","Republican",NA,NA
"218",46031,"Supplemental Nutrition Assistance Program
 Senior Farmers' Market Nutrition Program
 Commodity Supplemental Food Program

See the full list of available resources",2020-05-29 14:00:07,"Tom Wolf","Democratic",NA,NA
"219",30829,"I cannot thank Perry Plummer enough for his years of service to our state. From leading 
@NH_HSEM
 to taking a lead role in responding to COVID19, Perry has been at my side since my first day in office and New Hampshire could not have had a better public servant. #603Pride",2020-06-10 14:25:38,"Chris Sununu","Republican",NA,NA
"220",114393,"5. Unlawful Transfer of Weapons – Increases the penalty for a person who knowingly sells or delivers any firearm to a child less than 18 years without the consent of the child’s parent or guardian.",2020-08-07 20:50:07,"Mike Parson","Republican",NA,NA
"221",82702,"An Optimistic Outlook:
https://news.sd.gov/newsitem.aspx?id=27133…",2020-08-07 16:02:01,"Kristi Noem","Republican",NA,NA
"222",13696,"Today’s declaration also authorizes an expanded National Guard mobilization to protect life and property throughout the state. Our office will continue to communicate with local law enforcement to provide whatever resources we can. 3/",2020-05-31 20:09:32,"Doug Ducey","Republican",NA,NA
"223",167073,"2/ The District reported seven additional COVID-19 related deaths:
 
32-year-old male
53-year-old male
58-year-old male
69-year-old female
72-year-old male
73-year-old male
93-year-old male
 
407 District residents have lost their lives due to COVID-19.",2020-05-20 14:55:44,"Muriel Bowser","Democratic",NA,NA
"224",71964,"Today with 
@HHSGov
 Assistant Secretary Lynn Johnson, we announced #Indiana is the top state in the nation for increasing the number of children adopted from foster care. https://calendar.in.gov/site/gov/event/gov-holcomb-announces-indiana-top-state-in-the-nation-for-adoption/…",2020-09-17 15:55:10,"Eric Holcomb","Republican",NA,NA
"225",115075,"Proud to be able to celebrate with my granddaughter as she graduated from 
@SpartaR3Schools
 tonight!  

I challenge each graduate not to let COVID-19 define their future. Know that anything is possible if you have the will to try and the faith to believe you can. #ClassOf2020",2020-05-22 01:27:02,"Mike Parson","Republican",NA,NA
"226",13723,"Lastly, we’re announcing public health guidance for organized youth sports and activities to resume. That full guidance can be found here: https://azgovernor.gov/sites/default/files/guidance_for_organized_youth_events.pdf… 8/",2020-05-28 22:01:05,"Doug Ducey","Republican",NA,NA
"227",153773,"Big news! This will allow us to reinvest back into flood protection and coastal restoration projects. We are grateful for the continued support of our federal partners as we work together to protect our coast and communities. 
@LouisianaCPRA
 #lagov #lalege",2020-07-17 20:37:00,"John Bel Edwards","Democratic",NA,NA
"228",23577,"You deserve to be able to take time off to care for a new family member or a sick family member WITHOUT worrying about losing your job.

Now, that’s a reality for millions more Californians.",2020-09-17 22:48:28,"Gavin Newsom","Democratic",NA,NA
"229",166446,"LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!",2020-08-12 13:01:46,"Muriel Bowser","Democratic",NA,NA
"230",88638,"NEW 
 The nursing facility visitation order has been signed by 
@OHdeptofhealth
. This order will be up soon at http://coronavirus.ohio.gov.",2020-10-08 18:45:12,"Mike DeWine","Republican",NA,NA
"231",154042,"Ronnie has been involved in regulating gaming since the 1990s, when riverboat and video poker gaming were first approved. #lagov #lalege",2020-06-02 20:08:12,"John Bel Edwards","Democratic",NA,NA
"232",89069,"I’m also asking the 
@OhioBWC
 Board to vote to distribute a second round of face coverings to Ohio employers and their workforce. They’ve already shipped 20.6 million masks to 197,000 employers and their workforce since May.",2020-08-20 18:54:14,"Mike DeWine","Republican",NA,NA
"233",176524,"We know there will always be some risk with in-person learning and we are doing a lot to reduce that risk. But as pediatricians and other health experts tell us, there is much risk in not going back to in-person school.",2020-07-14 19:07:47,"Roy Cooper","Democratic",NA,NA
"234",77203,"We trust science in Washington. 

It works. And it must continue to lead how we make decisions about this pandemic.",2020-09-23 02:38:30,"Jay Inslee","Democratic",NA,NA
"235",27864,"Governor Andy Beshear to hold news conference at 5:30 p.m. ET to address the latest reports about overnight events in Louisville. 

Watch live via http://Facebook.com/GovAndyBeshear or",2020-06-01 20:58:29,"Andy Beshear","Democratic",NA,NA
"236",71958,"The adoption unit at 
@IndianaDCS
 brings additional staff into each region whose sole focus is to assist family case managers with finding permanent homes for children when parental rights have been terminated.",2020-09-17 15:55:12,"Eric Holcomb","Republican",NA,NA
"237",60946,"We must be willing to listen, to be uncomfortable, and to show up and do the work that needs to be done to dismantle racism in our state. It’s on all of us, together.",2020-06-20 21:47:42,"Tony Evers","Democratic",NA,NA
"238",102393,"We cannot undo this progress.

This progress is why we’re able to move through Stage 2.

But, we’re still a leading state in terms of hospitalizations and losses of life. The only way we move down is through social distancing.",2020-06-23 17:14:52,"Phil Murphy","Democratic",NA,NA
"239",100538,"Tune in today at 11:15 AM on Facebook Live as 
@NJDOBI
 Commissioner Caride, 
@RepMalinowski
, and I kickoff the Affordable Care Act open enrollment period – with lower costs and more financial assistance than ever before. #GetCoveredNJ

http://facebook.com/governorphilmurphy…",2020-10-27 14:17:24,"Phil Murphy","Democratic",NA,NA
"240",102833,"• Mercer: 7,166
• Middlesex: 16,198
• Monmouth: 8,478
• Morris: 6,592
• Ocean: 9,022
• Passaic: 16,449
• Salem: 675
• Somerset: 4,662
• Sussex: 1,140
• Union: 16,186
• Warren: 1,189
• Under Investigation: 744",2020-06-07 17:04:41,"Phil Murphy","Democratic",NA,NA
"241",119020,"To keep it this way, it is critical that we all do our part by continuing to follow 
@healthvermont
 guidelines.

- Physically Distance 
- Wash Your Hands 
- Stay Home When Sick
- #MasksOnVT",2020-08-26 11:55:09,"Phil Scott","Republican",NA,NA
"242",166913,"I request that 
@realDonaldTrump
 withdraw all extraordinary federal law enforcement and military presence from our city.",2020-06-05 13:19:26,"Muriel Bowser","Democratic",NA,NA
"243",166394,"2/ who overcame the unique dilemma of securing their rights from the very Congress that denied them a voice and a vote.
 
We urge Americans nationwide to consider that a century after the #19thAmendment was ratified, a monumental but incomplete victory for women,",2020-08-18 20:59:16,"Muriel Bowser","Democratic",NA,NA
"244",103202,"UPDATE: We have 1,670 new positive #COVID19 cases, bringing our total to 150,399.
• Atlantic: 1,875
• Bergen: 17,518
• Burlington: 4,058
• Camden: 5,738
• Cape May: 531
• Cumberland: 1,830
• Essex: 16,852
• Gloucester: 1,966
• Hudson: 17,748
• Hunterdon: 920",2020-05-20 17:31:42,"Phil Murphy","Democratic",NA,NA
"245",122401,"Based on our current rates of spread, we’re looking at a benchmark that could approach 30 workers per 100,000 residents – but to be clear, that number can and will diminish if we see greater success in our public health measures, like our face-covering requirement.",2020-05-01 19:44:17,"J. B. Pritzker","Democratic",NA,NA
"246",102163,"For the past 90 days, our flags have been at half-staff for every New Jerseyan we’ve lost to #COVID19.

Tomorrow, as we begin our commemorations of our nation’s birth, and as a sign of rebirth for our state, our flags will return to full-staff.",2020-07-02 17:22:35,"Phil Murphy","Democratic",NA,NA
"247",144590,"South Carolinians, now more than ever, should be vigilant in protecting themselves, their loved ones, and their communities by practicing social distancing and continuing to follow the advice and recommendations from our public health experts.",2020-05-01 20:19:42,"Henry McMaster","Republican",NA,NA
"248",27576,"We must take these steps to protect one another.",2020-07-26 18:04:24,"Andy Beshear","Democratic",NA,NA
"249",133477,"Stillwater has come together to support their local coffee shop. For 182 days customers have been paying it forward by making sure the next person's cup is free.

Great to hear from the Palm family about how COVID has impacted the small businesses that bring Minnesotans together.",2020-09-30 15:20:30,"Tim Walz","Democratic",NA,NA
"250",166152,"Free, OraQuick rapid HIV test kits are available to District residents. Self-swab your mouth and get a result in 20 minutes.

Visit http://getcheckeddc.org to order a free test!

#HIVAwarenessDay",2020-09-18 21:00:19,"Muriel Bowser","Democratic",NA,NA
"251",82859,"South Dakota is committed to slowing down the spread of #COVID19 in our state and working together to protect the health of every South Dakotan, including our tribal population.

We will continue to focus on science, facts, and data as we fight this virus. (6/6)",2020-05-20 21:37:20,"Kristi Noem","Republican",NA,NA
"252",176550,"The NC COVID-19 Student Response Corps is matching our college students to virtual public service internships. This initiative will prepare students for the workforce and help local governments and nonprofits continue responding to this pandemic.",2020-07-09 19:00:06,"Roy Cooper","Democratic",NA,NA
"253",131587,"Today marks the 76th anniversary of #DDay. 

We honor and remember the brave American heroes who fought and sacrificed on that momentous day to defend the freedoms we celebrate today.",2020-06-06 18:00:00,"Kevin Stitt","Republican",NA,NA
"254",90116,"It is dangerous when words become weapons. This is our moment to let our actions speak louder than our words. Words are important, the protesters need to be heard. But those of us in government who have the ability to change things directly, we have to take this opportunity.",2020-06-02 18:37:19,"Mike DeWine","Republican",NA,NA
"255",13222,"Arizona, let’s continue to stay physically distant and mask up!",2020-08-10 19:44:27,"Doug Ducey","Republican",NA,NA
"256",190431,"Don't catch COVID-19 at a bar, restaurant, or BBQ this July 4. Make sure you’re keeping your distance and wearing a face covering when not eating or drinking. State inspectors will be out in force ensuring businesses comply with face covering requirements.",2020-07-03 21:09:36,"Kate Brown","Democratic",NA,NA
"257",82635,"Predictably, some in the media breathlessly report on this non-peer reviewed model, built on incredibly faulty assumptions that do not reflect the actual facts and data. (2/)",2020-09-08 19:36:21,"Kristi Noem","Republican",NA,NA
"258",29261,"Earlier today, our Unified-Command Group finalized plans to establish an alternate care site at Metro Nashville General, a unique ""hospital within a hospital model"" and our state's newest Middle Tennessee COVID-19 treatment resource.

Read more:",2020-05-28 19:00:02,"Bill Lee","Republican",NA,NA
"259",29081,"Honored to join the groundbreaking celebration at 
@PIE_Center_BCS
 this morning. The future of career and technical education is vocational learning that involves collaboration with private sector partners.",2020-08-04 15:59:31,"Bill Lee","Republican",NA,NA
"260",60625,"Thank you to 
@BrownCoHealth
, the 
@OneidaNationWI
 Health Department, and the De Pere Health Department—they are stepping up to help Wisconsinites in the Fox Valley stay safe.",2020-10-05 22:01:02,"Tony Evers","Democratic",NA,NA
"261",166126,"Beginning today, eligible unemployment insurance recipients that have self-certified will receive an additional unemployment benefit of $300/week, made available through DC’s participation in the federal Lost Wages Assistance Program.

Learn more: https://does.dc.gov/page/unemployment-compensation…",2020-09-22 15:17:47,"Muriel Bowser","Democratic",NA,NA
"262",119240,"As a result of their hard work and preparation, our 
@healthvermont
 epidemiology team has the capacity to trace up to 900 new cases per week.  3/5",2020-06-09 18:31:57,"Phil Scott","Republican",NA,NA
"263",45700,"Today I’m at 
@PEMAHQ
 to talk about ongoing efforts to expand #COVID19 testing across Pennsylvania.
 
Testing is crucial because it helps us understand how COVID impacts Pennsylvania and allows us to take proactive measures to stop the spread of the illness.",2020-08-06 14:11:00,"Tom Wolf","Democratic",NA,NA
"264",103035,"LOOK: We continue to see some fluctuations in the trends of new cases being confirmed at our long-term care facilities.

The numbers of lab-confirmed deaths associated with our long-term care facilities continues its decrease from the peak.",2020-05-29 17:13:40,"Phil Murphy","Democratic",NA,NA
"265",118874,"But we do not expect a large increase and it’s in our hands to keep our numbers down. I encourage all Vermonters to think carefully about the number of activities you’re involved in, the number of people you come in contact with and try to limit those as much as possible. 2/7",2020-10-13 15:04:24,"Phil Scott","Republican",NA,NA
"266",69215,"Last week, I issued a challenge to Utahns to get us a 7-day rolling average below 500 cases. That challenge still stands, and I believe we can get there. #UtahCOVID",2020-07-16 17:54:56,"Gary Herbert","Republican",NA,NA
"267",63234,"The pre-travel testing program launched yesterday is just one part of our multilayered system to protect public health while helping to revive Hawaiʻi’s economy. There are still some issues to work out, but overall it went smoothly.
https://printreplica.staradvertiser.com/?publink=6fda500c7_134385c…",2020-10-17 00:28:02,"David Ige","Democratic",NA,NA
"268",103625,"There are 122 testing sites across the state.

31 sites which are either publicly run or open to the general public can be located at http://covid19.nj.gov/testing.",2020-05-06 17:22:26,"Phil Murphy","Democratic",NA,NA
"269",60914,"Continue to monitor yourself for symptoms of COVID-19, and if you have any symptoms or you’ve recently been in a large gathering of people, please find a testing site near you to get tested at: https://dhs.wisconsin.gov/covid-19/testing.htm….",2020-06-29 00:25:50,"Tony Evers","Democratic",NA,NA
"270",39802,"We've updated our Wyoming Sense budget website to make it easy to see how the state is using its federal CARES Act dollars. These are taxpayer dollars and you should know how they are being spent.  https://wyomingsense.gov/cares-act",2020-08-07 16:54:42,"Mark Gordon","Republican",NA,NA
"271",82828,"There's no governor in America that has trusted their people more than I have, and there's no governor more willing to work with her people to find solutions to our problems, policing or otherwise. (3/6)",2020-06-03 15:47:31,"Kristi Noem","Republican",NA,NA
"272",159714,"Massachusetts' manufacturers have stepped up to support PPE production so we can protect front-line workers during #COVID19MA

Great to tour #FallRiver's Merrow Manufacturing, an 8th-generation family-owned firm that has shifted production to manufacture medical isolation gowns.",2020-05-05 20:21:31,"Charlie Baker","Republican",NA,NA
"273",122170,".
@GovPritzker
: I'd like to wish you an early Eid Mubarak! Celebrations this year will be a bit different than normal. How are you recognizing the holiday?

Dr. Mirza: Ramadan is about recognizing what you have. It's been a spiritual experience for me as I take care of patients.",2020-05-22 21:19:32,"J. B. Pritzker","Democratic",NA,NA
"274",55648,"Virginia is experiencing a heat wave that is expected to last for several days.
 Keep cool in air conditioned areas.
 Drink plenty of water.
‍ Don't leave pets unattended.
 Stay informed and check in on family and neighbors.

Learn more at https://vaemergency.gov/extreme-heat. #VaWx",2020-07-20 18:30:11,"Ralph Northam","Democratic",NA,NA
"275",176423,"Hurricane warnings have been issued in three North Carolina counties – Pender, Brunswick and New Hanover. Tropical storm warnings and watches have been issued for much of eastern and central North Carolina. Pay attention to these warnings, and secure your home and belongings.",2020-08-03 19:02:43,"Roy Cooper","Democratic",NA,NA
"276",97489,"Crews across the state have been working through the night to clear the roads & assist drivers.

Please join me in thanking the 
@NMDOT
 employees & 
@NMStatePolice
 officers who are working tirelessly to keep New Mexicans safe – please stay home if you can!",2020-10-27 15:15:22,"Michelle Lujan Grisham","Democratic",NA,NA
"277",13454,"#OTD in 1981, President Ronald Reagan nominated Arizona's own Sandra Day O'Connor to the Supreme Court.

“She is truly a person for all seasons, possessing those unique qualities of temperament, fairness, intellectual capacity and devotion to the public good.” - Pres. Reagan",2020-07-07 16:08:13,"Doug Ducey","Republican",NA,NA
"278",166310,"9/ Vida Senior Center
Greater DC Diaper Bank
Washington Area Community Investment Fund, Inc.
Habitat for Humanity of Washington DC, Inc.
Washington DC Fashion Foundation
Healthy Babies Project, Inc.
Woodley House, Inc.
Homes for Hope
Young Women's Christian Home",2020-08-26 18:49:39,"Muriel Bowser","Democratic",NA,NA
"279",109169,"The #CTWallofHonor is a tribute to members of the Armed Forces from #Connecticut who gave their lives in Iraq and Afghanistan since 9/11. Located in the State Capitol, it features photos of each service member.
 Watch this year's ceremony: https://youtu.be/D-pJch5i4A8

#MemorialDay",2020-05-25 10:01:00,"Ned Lamont","Democratic",NA,NA
"280",101604,"UPDATE: We’re down to approximately 240,000 outages statewide from a peak of 1.4 million. We are pressing all major utilities to restore power as quickly and safely as possible.",2020-08-07 23:37:11,"Phil Murphy","Democratic",NA,NA
"281",27639,"Reimbursements will cover payroll expenses, PPE, sanitizing and telecommuting supplies; preliminary approval for 18 others. https://go.usa.gov/xfDkA",2020-07-16 18:01:29,"Andy Beshear","Democratic",NA,NA
"282",30418,"Valerie and I wish all those who observe #YomKippur a meaningful, easy fast and a thoughtful day of reflection. G’mar chatima tova!",2020-09-27 22:21:48,"Chris Sununu","Republican",NA,NA
"283",114153,"I have ordered U.S. and Missouri flags be flown at half-staff at government buildings in St. Louis on Sunday, September 6, 2020, in honor of St. Louis Metropolitan Police Department Officer Tamarris L. Bohannon.",2020-09-04 18:13:42,"Mike Parson","Republican",NA,NA
"284",4157,"""Georgia maintained a conservative approach to fiscal management by limiting spending growth & rebuilding the RSR balance, which Fitch views as strengthening its resilience as it now confronts budgetary challenges emerging from the coronavirus pandemic."" - 
@FitchRatings
 #gapol",2020-08-14 13:42:44,"Brian Kemp","Republican",NA,NA
"285",40434,"Just wrapped up a productive call with local officials & legislators in Baldwin Co. I received feedback on #HurricaneSally recovery efforts & discussed preparations for #Delta. I assured them, we're keeping our friends on the Gulf Coast in our thoughts & are here to help. #alwx",2020-10-05 21:57:24,"Kay Ivey","Republican",NA,NA
"286",30645,"TIME CHANGE: Today’s #COVID19 press conference will be held at 2 PM, rather than at our usual 3 PM time. Click below to watch live.",2020-07-28 15:59:04,"Chris Sununu","Republican",NA,NA
"287",90196,"To make #TechCred more flexible for upskilling new hires, employers are no longer required to list employee names when applying for TechCred. Instead, they will identify the number of current or prospective employees they will upskill.",2020-05-28 18:29:09,"Mike DeWine","Republican",NA,NA
"288",60895,"Testing is one of the best tools we have to box in this virus and keep communities safe. This is great work by the Mellowhood Foundation, meeting folks where they are and ensuring that everyone can get tested.",2020-07-07 13:30:57,"Tony Evers","Democratic",NA,NA
"289",88633,"Speaking with reporters today in Youngstown: I'm troubled about the #COVID19 case trends we're seeing in Ohio over the last 10 days, and I'm concerned this will lead to a very rough winter. Please don't let your guard down. We can go about our lives, but we must take precautions.",2020-10-09 14:00:47,"Mike DeWine","Republican",NA,NA
"290",121240,"Without action, the situation we're facing could look worse than anything we saw in the spring. It’s with that in mind that today, my administration is releasing our updated guidance for youth and adult recreational sports in Illinois ahead of the winter season.",2020-10-27 22:50:12,"J. B. Pritzker","Democratic",NA,NA
"291",30953,"THREAD: Today we are putting forward comprehensive guidance that will ensure the safety and security of children and staff at NH's child care facilities. This guidance was unanimously endorsed by our bipartisan Reopening Taskforce Committee and approved by NH Public Health.",2020-05-18 19:23:15,"Chris Sununu","Republican",NA,NA
"292",4133,"Happy 80th Birthday to my friend and former Georgia Governor, 
@NathanDeal
! #gapol",2020-08-25 16:26:29,"Brian Kemp","Republican",NA,NA
"293",121860,"Here's what did happen:

We took action here early, with Illinois’ hospital leaders, epidemiologists, modelers, public health officials and emergency management leaders quickly helping to put plans together.",2020-07-08 16:24:59,"J. B. Pritzker","Democratic",NA,NA
"294",121236,"Between $500 million for the Discovery Partners Institute and $200 million between 
@UChicago
 and 
@Illinois_Alma
 to build the Quantum Exchange, we've been making historic investments to make ours the most innovative state in the nation.",2020-10-28 13:30:20,"J. B. Pritzker","Democratic",NA,NA
"295",101455,"NEW: We’ve received 399 new positive #COVID19 test results, pushing our statewide cumulative total since March 4th to 188,427.",2020-08-19 17:11:21,"Phil Murphy","Democratic",NA,NA
"296",82570,"Such an irresponsible headline, 
@argusleader
.

The headline directly contradicts the actual story. It also unfairly attacks the outstanding public health officials at 
@SDDOH
 who are working tirelessly to fight this unprecedented pandemic. #FactsMatter",2020-10-08 17:31:40,"Kristi Noem","Republican",NA,NA
"297",176823,"Across the globe, our country and our state, we know that this virus has hurt the economy. Today, I’m pleased to announce that North Carolina has received a federal grant from the US Department of Labor to support job training and temporary employment opportunities.",2020-05-28 18:05:34,"Roy Cooper","Democratic",NA,NA
"298",119295,"As our modeling continues to show a low number of COVID-19 cases in Vermont, and with recommendations from 
@healthvermont
, today we announced it’s safe to turn the economic spigot a bit more. 1/7

https://governor.vermont.gov/press-release/governor-phil-scott-announces-opening-additional-business-operations-increased-social…",2020-05-29 20:42:48,"Phil Scott","Republican",NA,NA
"299",55480,"Pam is experiencing mild symptoms, and I am asymptomatic. Per 
@VDHgov
 guidelines, we will isolate at home for 10 days and then reevaluate our symptoms. 

I am in constant contact with my cabinet and staff, and will continue working from the Executive Mansion.",2020-09-25 13:51:55,"Ralph Northam","Democratic",NA,NA
"300",10259,"Incredibly grateful for the blessing of being a dad to Joe, Jesse and Tom and for all that I learn from them each and every day. Happy Father's Day to dads of all ages!",2020-06-21 13:06:04,"Doug Burgum","Republican",NA,NA
"301",82606,"Have you had to cancel or postpone your group meeting or function?

If so, how about making South Dakota the destination for your event this year. We're open for business, and we'd love to have you.",2020-09-22 18:48:35,"Kristi Noem","Republican",NA,NA
"302",122078,".
@StateRepWEST
: How is the state ensuring that communities of color are represented in contact tracing jobs?
@GovPritzker
: We want to build a diverse contact tracing workforce. 
@IDPH
 launched pilots in East St Louis & Lake Co. If you're interested, visit: https://dph.illinois.gov/covid19/",2020-05-28 21:35:14,"J. B. Pritzker","Democratic",NA,NA
"303",97716,"We have worked so hard to get here because New Mexico kids deserve the very best.

The state will ensure no district returns without meeting strict safety requirements and gating criteria. The safety of New Mexico educators and families is non-negotiable.",2020-09-04 19:46:26,"Michelle Lujan Grisham","Democratic",NA,NA
"304",153652,"In its weekly recommendations to the state, the White House Coronavirus Task Force specifically recommends continuing both the statewide mask mandate and the closure of bars to on-premises consumption. #lagov #lalege",2020-08-04 21:15:06,"John Bel Edwards","Democratic",NA,NA
"305",115287,"Medical providers should develop and implement public health and safety measures for employees and patients, using http://showmestrong.mo.gov as a guide, in addition to any guidance provided by the Centers for Disease Control and Prevention (
@CDCgov
).",2020-05-06 20:27:04,"Mike Parson","Republican",NA,NA
